split,variant,alpha_seed,gamma,knn,prop_alpha,macro_f1,per_class_f1,counts
ratio_prefix,quota,5.0,1.2,120,0.5,0.7314535009617082,"{'0': 0.8581004317200637, '1': 0.810823754789272, '2': 0.5254363163757891}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,1.2,120,0.75,0.7508269537153814,"{'0': 0.8603662339134872, '1': 0.8478792822185971, '2': 0.5442353450140601}","{'0': 8837, '1': 2816, '2': 1930}"
ratio_prefix,quota,5.0,1.2,120,0.75,0.7356563457449564,"{'0': 0.8610543058395819, '1': 0.810823754789272, '2': 0.5350909766060156}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,1.2,120,0.9,0.7528882752594978,"{'0': 0.8600989142174976, '1': 0.8480522129308586, '2': 0.550513698630137}","{'0': 8789, '1': 2815, '2': 1979}"
ratio_prefix,quota,5.0,1.2,120,0.9,0.7278298571443784,"{'0': 0.8608270847534651, '1': 0.7883141762452107, '2': 0.5343483104344597}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,20,0.5,0.7478555906098704,"{'0': 0.8596371882086168, '1': 0.844950213371266, '2': 0.5389793702497285}","{'0': 8838, '1': 2833, '2': 1912}"
ratio_prefix,quota,5.0,2.0,20,0.5,0.7342015148584475,"{'0': 0.8600318109520564, '1': 0.810823754789272, '2': 0.5317489788340141}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,20,0.75,0.7540224701713467,"{'0': 0.860850264640601, '1': 0.846326073682068, '2': 0.5548910721913712}","{'0': 8769, '1': 2825, '2': 1989}"
ratio_prefix,quota,5.0,2.0,20,0.75,0.7368359182121283,"{'0': 0.8616223585548739, '1': 0.810823754789272, '2': 0.5380616412922391}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,20,0.9,0.7580373212284578,"{'0': 0.8603243490178164, '1': 0.8492647058823529, '2': 0.5645229087852038}","{'0': 8710, '1': 2808, '2': 2065}"
ratio_prefix,quota,5.0,2.0,20,0.9,0.7349746824866061,"{'0': 0.8590093160645308, '1': 0.810823754789272, '2': 0.5350909766060156}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,50,0.5,0.7478555906098704,"{'0': 0.8596371882086168, '1': 0.844950213371266, '2': 0.5389793702497285}","{'0': 8838, '1': 2833, '2': 1912}"
ratio_prefix,quota,5.0,2.0,50,0.5,0.734524810611005,"{'0': 0.8602590320381731, '1': 0.810823754789272, '2': 0.53249164500557}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,50,0.75,0.753843048644211,"{'0': 0.8607033117104814, '1': 0.8466707391569945, '2': 0.554155095065157}","{'0': 8772, '1': 2823, '2': 1988}"
ratio_prefix,quota,5.0,2.0,50,0.75,0.7365504926405902,"{'0': 0.8615087480118155, '1': 0.810823754789272, '2': 0.5373189751206833}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,50,0.9,0.7587118444555306,"{'0': 0.8610397762940136, '1': 0.8492647058823529, '2': 0.5658310511902254}","{'0': 8721, '1': 2808, '2': 2054}"
ratio_prefix,quota,5.0,2.0,50,0.9,0.7362678654968363,"{'0': 0.8599182004089979, '1': 0.810823754789272, '2': 0.5380616412922391}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,120,0.5,0.7480920337241233,"{'0': 0.8598310944850649, '1': 0.8454656364375762, '2': 0.5389793702497285}","{'0': 8841, '1': 2830, '2': 1912}"
ratio_prefix,quota,5.0,2.0,120,0.5,0.73387821910589,"{'0': 0.8598045898659396, '1': 0.810823754789272, '2': 0.5310063126624582}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,120,0.75,0.7530226008495822,"{'0': 0.860924894898307, '1': 0.8466707391569945, '2': 0.551472168493445}","{'0': 8800, '1': 2823, '2': 1960}"
ratio_prefix,quota,5.0,2.0,120,0.75,0.735333049992399,"{'0': 0.8608270847534651, '1': 0.810823754789272, '2': 0.5343483104344597}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,raw,5.0,2.0,120,0.9,0.7583713502340593,"{'0': 0.8610540725530459, '1': 0.8492647058823529, '2': 0.5647952722667793}","{'0': 8730, '1': 2808, '2': 2045}"
ratio_prefix,quota,5.0,2.0,120,0.9,0.7369144570019515,"{'0': 0.8603726425812316, '1': 0.810823754789272, '2': 0.5395469736353509}","{'0': 8802, '1': 2088, '2': 2693}"
actual_prefix,raw,0.1,0.7,20,0.5,0.7239898207431482,"{'0': 0.8243117435829233, '1': 0.8375924680564896, '2': 0.5100652505900319}","{'0': 10703, '1': 3448, '2': 3703}"
actual_prefix,quota,0.1,0.7,20,0.5,0.7349050655997171,"{'0': 0.8398009110848659, '1': 0.8572, '2': 0.5077142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,20,0.75,0.7120926560282229,"{'0': 0.801439438801075, '1': 0.8375924680564896, '2': 0.4972460612271039}","{'0': 10099, '1': 3448, '2': 4307}"
actual_prefix,quota,0.1,0.7,20,0.75,0.7379218973703873,"{'0': 0.8419942635397334, '1': 0.8552, '2': 0.5165714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,20,0.9,0.7156095056681472,"{'0': 0.7992867593269934, '1': 0.8426947225521806, '2': 0.5048470351252675}","{'0': 10018, '1': 3393, '2': 4443}"
actual_prefix,quota,0.1,0.7,20,0.9,0.7484507990069657,"{'0': 0.8463809684494685, '1': 0.8724, '2': 0.5265714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,50,0.5,0.7123184091965986,"{'0': 0.8059795863065667, '1': 0.8349840523753568, '2': 0.49599158890787226}","{'0': 10288, '1': 3457, '2': 4109}"
actual_prefix,quota,0.1,0.7,50,0.5,0.7346193513140028,"{'0': 0.8398009110848659, '1': 0.8572, '2': 0.5068571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,50,0.75,0.7105005790650135,"{'0': 0.8004917137133492, '1': 0.8371544167228591, '2': 0.49385560675883255}","{'0': 10110, '1': 3432, '2': 4312}"
actual_prefix,quota,0.1,0.7,50,0.75,0.7389450504953121,"{'0': 0.8430065800573646, '1': 0.8584, '2': 0.5154285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,50,0.9,0.7115674595728837,"{'0': 0.8002190380578625, '1': 0.8371544167228591, '2': 0.49732892393792927}","{'0': 10060, '1': 3432, '2': 4362}"
actual_prefix,quota,0.1,0.7,50,0.9,0.7409768243791527,"{'0': 0.844187615994601, '1': 0.8596, '2': 0.5191428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,120,0.5,0.7141087339259419,"{'0': 0.8079452301594451, '1': 0.839918946301925, '2': 0.4944620253164557}","{'0': 10348, '1': 3422, '2': 4084}"
actual_prefix,quota,0.1,0.7,120,0.5,0.7341259193199804,"{'0': 0.8394634722456554, '1': 0.8572, '2': 0.5057142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,120,0.75,0.7115463302364845,"{'0': 0.801581890085913, '1': 0.8385135135135136, '2': 0.49454358711002694}","{'0': 10145, '1': 3420, '2': 4289}"
actual_prefix,quota,0.1,0.7,120,0.75,0.7384516185012894,"{'0': 0.8426691412181542, '1': 0.8584, '2': 0.5142857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,0.7,120,0.9,0.7114266231334908,"{'0': 0.8001640614318917, '1': 0.8385135135135136, '2': 0.4956022944550669}","{'0': 10089, '1': 3420, '2': 4345}"
actual_prefix,quota,0.1,0.7,120,0.9,0.7396851984863458,"{'0': 0.8435127383161802, '1': 0.8584, '2': 0.5171428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,20,0.5,0.7223205210583022,"{'0': 0.8229754342321531, '1': 0.833389093342255, '2': 0.5105970356004987}","{'0': 10657, '1': 3478, '2': 3719}"
actual_prefix,quota,0.1,1.2,20,0.5,0.7349050655997171,"{'0': 0.8398009110848659, '1': 0.8572, '2': 0.5077142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,20,0.75,0.7116714069660359,"{'0': 0.8012023500478207, '1': 0.8375924680564896, '2': 0.4962194027937973}","{'0': 10103, '1': 3448, '2': 4303}"
actual_prefix,quota,0.1,1.2,20,0.75,0.7390992375489085,"{'0': 0.8426691412181542, '1': 0.8572, '2': 0.5174285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,20,0.9,0.7143214967582314,"{'0': 0.7986647766244456, '1': 0.8422835846179908, '2': 0.5020161290322581}","{'0': 10015, '1': 3403, '2': 4436}"
actual_prefix,quota,0.1,1.2,20,0.9,0.74873651329268,"{'0': 0.8463809684494685, '1': 0.8724, '2': 0.5274285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,50,0.5,0.7123042384964764,"{'0': 0.8055141242937853, '1': 0.8352053646269908, '2': 0.49619322656865317}","{'0': 10271, '1': 3465, '2': 4118}"
actual_prefix,quota,0.1,1.2,50,0.5,0.7347817076012116,"{'0': 0.8397165513750633, '1': 0.8572, '2': 0.5074285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,50,0.75,0.7108272610794398,"{'0': 0.8002368912578015, '1': 0.8377422072451558, '2': 0.4945026847353618}","{'0': 10097, '1': 3435, '2': 4322}"
actual_prefix,quota,0.1,1.2,50,0.75,0.7391074067825207,"{'0': 0.842922220347562, '1': 0.8584, '2': 0.516}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,50,0.9,0.7110014943916282,"{'0': 0.7988119716700937, '1': 0.8377422072451558, '2': 0.4964503042596349}","{'0': 10031, '1': 3435, '2': 4388}"
actual_prefix,quota,0.1,1.2,50,0.9,0.7416979247511387,"{'0': 0.8446937742534165, '1': 0.8584, '2': 0.522}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,120,0.5,0.7134705225385308,"{'0': 0.8068212577821889, '1': 0.8387205387205388, '2': 0.494869771112865}","{'0': 10312, '1': 3440, '2': 4102}"
actual_prefix,quota,0.1,1.2,120,0.5,0.7353984975937397,"{'0': 0.8401383499240762, '1': 0.8572, '2': 0.5088571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,120,0.75,0.711290416428013,"{'0': 0.8008191126279863, '1': 0.838307199460462, '2': 0.4947449371955909}","{'0': 10121, '1': 3431, '2': 4302}"
actual_prefix,quota,0.1,1.2,120,0.75,0.7387373327870037,"{'0': 0.8426691412181542, '1': 0.8584, '2': 0.5151428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,1.2,120,0.9,0.7113038534255849,"{'0': 0.7998722103053261, '1': 0.8371544167228591, '2': 0.49688493324856964}","{'0': 10057, '1': 3432, '2': 4365}"
actual_prefix,quota,0.1,1.2,120,0.9,0.7407954204728964,"{'0': 0.8442719757044036, '1': 0.8584, '2': 0.5197142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,20,0.5,0.7195527411812382,"{'0': 0.822300271195483, '1': 0.8296986848676544, '2': 0.5066592674805771}","{'0': 10639, '1': 3507, '2': 3708}"
actual_prefix,quota,0.1,2.0,20,0.5,0.7329748929435111,"{'0': 0.8392103931162477, '1': 0.854, '2': 0.5057142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,20,0.75,0.7114306123720843,"{'0': 0.8014229681656481, '1': 0.8349807337912548, '2': 0.4978881351593498}","{'0': 10072, '1': 3469, '2': 4313}"
actual_prefix,quota,0.1,2.0,20,0.75,0.7392225955474142,"{'0': 0.8427535009279568, '1': 0.8572, '2': 0.5177142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,20,0.9,0.7130115489671404,"{'0': 0.7977296654002838, '1': 0.8404866508955728, '2': 0.5008183306055647}","{'0': 9993, '1': 3418, '2': 4443}"
actual_prefix,quota,0.1,2.0,20,0.9,0.7474911518715804,"{'0': 0.8459591699004555, '1': 0.8708, '2': 0.5257142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,50,0.5,0.709213984316892,"{'0': 0.804059257916912, '1': 0.8313031870515601, '2': 0.4922795079822036}","{'0': 10219, '1': 3493, '2': 4142}"
actual_prefix,quota,0.1,2.0,50,0.5,0.7345349916042002,"{'0': 0.8395478319554581, '1': 0.8572, '2': 0.5068571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,50,0.75,0.7114700730563895,"{'0': 0.8021317299808691, '1': 0.8348439073514602, '2': 0.4974345818368394}","{'0': 10100, '1': 3458, '2': 4296}"
actual_prefix,quota,0.1,2.0,50,0.75,0.7396008387765433,"{'0': 0.8432596591867724, '1': 0.8584, '2': 0.5171428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,50,0.9,0.713354149484962,"{'0': 0.7984084880636605, '1': 0.8407707910750507, '2': 0.5008831693161746}","{'0': 10012, '1': 3416, '2': 4426}"
actual_prefix,quota,0.1,2.0,50,0.9,0.7485070388135008,"{'0': 0.8465496878690737, '1': 0.8724, '2': 0.5265714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,120,0.5,0.7117073132842813,"{'0': 0.8061658077931471, '1': 0.8359060402684564, '2': 0.4930500917912405}","{'0': 10268, '1': 3460, '2': 4126}"
actual_prefix,quota,0.1,2.0,120,0.5,0.7345349916042002,"{'0': 0.8395478319554581, '1': 0.8572, '2': 0.5068571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,120,0.75,0.7103439166029358,"{'0': 0.8010571402533492, '1': 0.8348439073514602, '2': 0.49513070220399796}","{'0': 10092, '1': 3458, '2': 4304}"
actual_prefix,quota,0.1,2.0,120,0.75,0.7394774807780377,"{'0': 0.8431752994769698, '1': 0.8584, '2': 0.5168571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,0.1,2.0,120,0.9,0.7120726189221275,"{'0': 0.7982985729967069, '1': 0.8383617057138042, '2': 0.4995575780558716}","{'0': 10010, '1': 3433, '2': 4411}"
actual_prefix,quota,0.1,2.0,120,0.9,0.744684788739184,"{'0': 0.8453686519318373, '1': 0.8644, '2': 0.5242857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,20,0.5,0.7238123037953428,"{'0': 0.8265265574639057, '1': 0.8368889635477911, '2': 0.5080213903743316}","{'0': 10795, '1': 3453, '2': 3606}"
actual_prefix,quota,1.0,0.7,20,0.5,0.734945869989636,"{'0': 0.8392947528260503, '1': 0.8604, '2': 0.5051428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,20,0.75,0.7118927646716572,"{'0': 0.8030874006810442, '1': 0.8373109243697479, '2': 0.4952799689641795}","{'0': 10171, '1': 3450, '2': 4233}"
actual_prefix,quota,1.0,0.7,20,0.75,0.739510115934344,"{'0': 0.8424160620887464, '1': 0.8604, '2': 0.5157142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,20,0.9,0.7116667916045502,"{'0': 0.8016935263589183, '1': 0.8370295698924731, '2': 0.4962772785622593}","{'0': 10112, '1': 3452, '2': 4290}"
actual_prefix,quota,1.0,0.7,20,0.9,0.740867053917906,"{'0': 0.843344018896575, '1': 0.8604, '2': 0.5188571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,50,0.5,0.7106721847844445,"{'0': 0.8065402459348678, '1': 0.8329152032112394, '2': 0.49256110520722635}","{'0': 10347, '1': 3479, '2': 4028}"
actual_prefix,quota,1.0,0.7,50,0.5,0.7356860179806697,"{'0': 0.8398009110848659, '1': 0.8604, '2': 0.5068571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,50,0.75,0.7147938424249022,"{'0': 0.8059755545495699, '1': 0.8388617612392659, '2': 0.4995442114858706}","{'0': 10236, '1': 3439, '2': 4179}"
actual_prefix,quota,1.0,0.7,50,0.75,0.7387699679433103,"{'0': 0.8419099038299308, '1': 0.8604, '2': 0.514}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,50,0.9,0.7105398576118244,"{'0': 0.8005463236967904, '1': 0.8371544167228591, '2': 0.49391883241582385}","{'0': 10111, '1': 3432, '2': 4311}"
actual_prefix,quota,1.0,0.7,50,0.9,0.7414530148553432,"{'0': 0.844187615994601, '1': 0.8616, '2': 0.5185714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,120,0.5,0.7132407499550245,"{'0': 0.8091925131289556, '1': 0.8397976391231029, '2': 0.49073209761301506}","{'0': 10425, '1': 3430, '2': 3999}"
actual_prefix,quota,1.0,0.7,120,0.5,0.734205721998602,"{'0': 0.8387885945672346, '1': 0.8604, '2': 0.5034285714285714}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,120,0.75,0.7141530124486702,"{'0': 0.8066877541798464, '1': 0.8385135135135136, '2': 0.49725776965265084}","{'0': 10276, '1': 3420, '2': 4158}"
actual_prefix,quota,1.0,0.7,120,0.75,0.7384924228912081,"{'0': 0.8421629829593387, '1': 0.8616, '2': 0.5117142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,0.7,120,0.9,0.7115504297698555,"{'0': 0.8017268802544876, '1': 0.8385135135135136, '2': 0.494410895541565}","{'0': 10151, '1': 3420, '2': 4283}"
actual_prefix,quota,1.0,0.7,120,0.9,0.7404661508672982,"{'0': 0.8435127383161802, '1': 0.8616, '2': 0.5162857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,20,0.5,0.7231383658777246,"{'0': 0.8265959796774907, '1': 0.834086723589486, '2': 0.5087323943661972}","{'0': 10781, '1': 3473, '2': 3600}"
actual_prefix,quota,1.0,1.2,20,0.5,0.7337558453244636,"{'0': 0.8392103931162477, '1': 0.8572, '2': 0.5048571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,20,0.75,0.7124198800639148,"{'0': 0.8041583439259125, '1': 0.8364674278038953, '2': 0.4966338684619368}","{'0': 10174, '1': 3456, '2': 4224}"
actual_prefix,quota,1.0,1.2,20,0.75,0.7397568319313553,"{'0': 0.8425847815083516, '1': 0.8604, '2': 0.5162857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,20,0.9,0.7117288666935688,"{'0': 0.8014585232452143, '1': 0.836607892527288, '2': 0.49712018430820426}","{'0': 10086, '1': 3455, '2': 4313}"
actual_prefix,quota,1.0,1.2,20,0.9,0.7399636465890559,"{'0': 0.8430909397671672, '1': 0.8588, '2': 0.518}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,50,0.5,0.7107934012755059,"{'0': 0.8066696710229834, '1': 0.8324143692564745, '2': 0.49329616354705963}","{'0': 10336, '1': 3485, '2': 4033}"
actual_prefix,quota,1.0,1.2,50,0.5,0.734945869989636,"{'0': 0.8392947528260503, '1': 0.8604, '2': 0.5051428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,50,0.75,0.7140130939181953,"{'0': 0.8058890147225368, '1': 0.8374516725500084, '2': 0.4986985944820406}","{'0': 10221, '1': 3449, '2': 4184}"
actual_prefix,quota,1.0,1.2,50,0.75,0.739510115934344,"{'0': 0.8424160620887464, '1': 0.8604, '2': 0.5157142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,50,0.9,0.7121060392832858,"{'0': 0.80103900838498, '1': 0.8380246081240519, '2': 0.49725450134082494}","{'0': 10090, '1': 3433, '2': 4331}"
actual_prefix,quota,1.0,1.2,50,0.9,0.741862087139563,"{'0': 0.8442719757044036, '1': 0.8616, '2': 0.5197142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,120,0.5,0.7125443607023357,"{'0': 0.8086847073631215, '1': 0.836607892527288, '2': 0.4923404822165978}","{'0': 10392, '1': 3455, '2': 4007}"
actual_prefix,quota,1.0,1.2,120,0.5,0.735562659982164,"{'0': 0.8397165513750633, '1': 0.8604, '2': 0.5065714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,120,0.75,0.7142901257004778,"{'0': 0.8057026476578412, '1': 0.8388617612392659, '2': 0.4983059682043263}","{'0': 10241, '1': 3439, '2': 4174}"
actual_prefix,quota,1.0,1.2,120,0.75,0.7390166839403216,"{'0': 0.842078623249536, '1': 0.8604, '2': 0.5145714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,1.2,120,0.9,0.7116488959558313,"{'0': 0.8014552069122328, '1': 0.838307199460462, '2': 0.49518428149479904}","{'0': 10136, '1': 3431, '2': 4287}"
actual_prefix,quota,1.0,1.2,120,0.9,0.741245297147035,"{'0': 0.8438501771553906, '1': 0.8616, '2': 0.5182857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,20,0.5,0.7222642055331708,"{'0': 0.8258983890954151, '1': 0.8329710750710584, '2': 0.5079231524330389}","{'0': 10742, '1': 3481, '2': 3631}"
actual_prefix,quota,1.0,2.0,20,0.5,0.7341259193199804,"{'0': 0.8394634722456554, '1': 0.8572, '2': 0.5057142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,20,0.75,0.7126753899943955,"{'0': 0.8043616537937301, '1': 0.835345405767941, '2': 0.4983191104215154}","{'0': 10156, '1': 3464, '2': 4234}"
actual_prefix,quota,1.0,2.0,20,0.75,0.7392633999373328,"{'0': 0.8422473426691413, '1': 0.8604, '2': 0.5151428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,20,0.9,0.7104234960494619,"{'0': 0.800820419325433, '1': 0.8357658111055192, '2': 0.4946842577174331}","{'0': 10086, '1': 3461, '2': 4307}"
actual_prefix,quota,1.0,2.0,20,0.9,0.7399826942081034,"{'0': 0.8430909397671672, '1': 0.858, '2': 0.5188571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,50,0.5,0.7101835477040573,"{'0': 0.807319601568486, '1': 0.8331103678929765, '2': 0.49012067365070944}","{'0': 10333, '1': 3480, '2': 4041}"
actual_prefix,quota,1.0,2.0,50,0.5,0.7344959933154973,"{'0': 0.8397165513750633, '1': 0.8572, '2': 0.5065714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,50,0.75,0.7131852027763639,"{'0': 0.8049766153566725, '1': 0.83548549387892, '2': 0.4990934990934991}","{'0': 10169, '1': 3463, '2': 4222}"
actual_prefix,quota,1.0,2.0,50,0.75,0.7397568319313553,"{'0': 0.8425847815083516, '1': 0.8604, '2': 0.5162857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,50,0.9,0.7111427021909247,"{'0': 0.8016942976862816, '1': 0.8357707177676921, '2': 0.49596309111880044}","{'0': 10102, '1': 3449, '2': 4303}"
actual_prefix,quota,1.0,2.0,50,0.9,0.7402185318196791,"{'0': 0.8435127383161802, '1': 0.86, '2': 0.5171428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,120,0.5,0.7103605038653065,"{'0': 0.8072278298485941, '1': 0.8336680053547524, '2': 0.49018567639257293}","{'0': 10338, '1': 3476, '2': 4040}"
actual_prefix,quota,1.0,2.0,120,0.5,0.7344959933154973,"{'0': 0.8397165513750633, '1': 0.8572, '2': 0.5065714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,120,0.75,0.7123667581275424,"{'0': 0.804625850340136, '1': 0.8360463164960564, '2': 0.4964281075464346}","{'0': 10196, '1': 3459, '2': 4199}"
actual_prefix,quota,1.0,2.0,120,0.75,0.7393867579358385,"{'0': 0.8423317023789438, '1': 0.8604, '2': 0.5154285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,1.0,2.0,120,0.9,0.710709756701348,"{'0': 0.8010936431989063, '1': 0.8357707177676921, '2': 0.4952649091374456}","{'0': 10091, '1': 3449, '2': 4314}"
actual_prefix,quota,1.0,2.0,120,0.9,0.7402185318196791,"{'0': 0.8435127383161802, '1': 0.86, '2': 0.5171428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,20,0.5,0.7241795664926896,"{'0': 0.8313849117737204, '1': 0.835290171083529, '2': 0.5058636166208195}","{'0': 10985, '1': 3462, '2': 3407}"
actual_prefix,quota,5.0,0.7,20,0.5,0.7450502221472357,"{'0': 0.8411506664417074, '1': 0.884, '2': 0.51}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,20,0.75,0.7230551039577656,"{'0': 0.8295304378468857, '1': 0.8315807043899182, '2': 0.5080541696364932}","{'0': 10848, '1': 3491, '2': 3515}"
actual_prefix,quota,5.0,0.7,20,0.75,0.7513569154876393,"{'0': 0.8461278893200608, '1': 0.8988, '2': 0.5091428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,20,0.9,0.7145301703902641,"{'0': 0.8114362899594777, '1': 0.8325534759358288, '2': 0.49960074527548576}","{'0': 10356, '1': 3484, '2': 4014}"
actual_prefix,quota,5.0,0.7,20,0.9,0.7538875814472913,"{'0': 0.8484056014847309, '1': 0.8904, '2': 0.5228571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,50,0.5,0.7231414331169453,"{'0': 0.8307288246881156, '1': 0.835290171083529, '2': 0.5034053035791914}","{'0': 10991, '1': 3462, '2': 3401}"
actual_prefix,quota,5.0,0.7,50,0.5,0.7425604023556445,"{'0': 0.8401383499240762, '1': 0.8804, '2': 0.5071428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,50,0.75,0.7150129016926997,"{'0': 0.8136245636021843, '1': 0.8345902463549523, '2': 0.4968238951209623}","{'0': 10488, '1': 3467, '2': 3899}"
actual_prefix,quota,5.0,0.7,50,0.75,0.7552462837539267,"{'0': 0.8472245655474945, '1': 0.8988, '2': 0.5197142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,50,0.9,0.7156691395310397,"{'0': 0.8117647058823529, '1': 0.8357106897130391, '2': 0.499532022997727}","{'0': 10416, '1': 3459, '2': 3979}"
actual_prefix,quota,5.0,0.7,50,0.9,0.7584535917150731,"{'0': 0.8494179180023621, '1': 0.8988, '2': 0.5271428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,120,0.5,0.723166544978182,"{'0': 0.8307826847398339, '1': 0.8369747899159664, '2': 0.5017421602787456}","{'0': 11016, '1': 3450, '2': 3388}"
