split,variant,alpha_seed,gamma,knn,prop_alpha,macro_f1,per_class_f1,counts
actual_prefix,quota,5.0,0.7,120,0.5,0.7403835137024272,"{'0': 0.8393791125358528, '1': 0.8772, '2': 0.5045714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,120,0.75,0.7137257226619459,"{'0': 0.8128351805505899, '1': 0.836272040302267, '2': 0.4920699471329809}","{'0': 10522, '1': 3455, '2': 3877}"
actual_prefix,quota,5.0,0.7,120,0.75,0.7536426297733536,"{'0': 0.8461278893200608, '1': 0.8988, '2': 0.516}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,0.7,120,0.9,0.7151945522211568,"{'0': 0.8103177099716892, '1': 0.8373970068942324, '2': 0.49786893979754926}","{'0': 10399, '1': 3447, '2': 4008}"
actual_prefix,quota,5.0,0.7,120,0.9,0.7582068757180619,"{'0': 0.8492491985827568, '1': 0.8988, '2': 0.5265714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,20,0.5,0.7227619641054214,"{'0': 0.8314941320721667, '1': 0.8335285260163962, '2': 0.5032632342277013}","{'0': 10982, '1': 3477, '2': 3395}"
actual_prefix,quota,5.0,1.2,20,0.5,0.7455636048109137,"{'0': 0.8413193858613126, '1': 0.8848, '2': 0.5105714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,20,0.75,0.7235037031418581,"{'0': 0.8308936656556332, '1': 0.8315807043899182, '2': 0.5080367393800229}","{'0': 10895, '1': 3491, '2': 3468}"
actual_prefix,quota,5.0,1.2,20,0.75,0.7514956671246193,"{'0': 0.8451155728024295, '1': 0.8968, '2': 0.5125714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,20,0.9,0.7139729840849959,"{'0': 0.8108278533465454, '1': 0.8325534759358288, '2': 0.49853762297261367}","{'0': 10348, '1': 3484, '2': 4022}"
actual_prefix,quota,5.0,1.2,20,0.9,0.7542576554428081,"{'0': 0.8486586806141387, '1': 0.8904, '2': 0.5237142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,50,0.5,0.7232544129640884,"{'0': 0.8306101887949537, '1': 0.8344504021447721, '2': 0.5047026479525394}","{'0': 10975, '1': 3468, '2': 3411}"
actual_prefix,quota,5.0,1.2,50,0.5,0.7448134814850521,"{'0': 0.8408975873122997, '1': 0.8844, '2': 0.5091428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,50,0.75,0.7152481562398432,"{'0': 0.8134545617413893, '1': 0.8347855227882037, '2': 0.4975043841899366}","{'0': 10473, '1': 3468, '2': 3913}"
actual_prefix,quota,5.0,1.2,50,0.75,0.7569732957330055,"{'0': 0.8484056014847309, '1': 0.8988, '2': 0.5237142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,50,0.9,0.7156904508569234,"{'0': 0.8119327882109804, '1': 0.8352053646269908, '2': 0.4999331997327989}","{'0': 10404, '1': 3465, '2': 3985}"
actual_prefix,quota,5.0,1.2,50,0.9,0.7598450127342992,"{'0': 0.8510207524886114, '1': 0.8988, '2': 0.5297142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,120,0.5,0.7231706152866396,"{'0': 0.8308163711971985, '1': 0.835290171083529, '2': 0.5034053035791914}","{'0': 10991, '1': 3462, '2': 3401}"
actual_prefix,quota,5.0,1.2,120,0.5,0.7430166421621797,"{'0': 0.8403070693436815, '1': 0.8816, '2': 0.5071428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,120,0.75,0.7138478253666268,"{'0': 0.8129026485325698, '1': 0.8347301374455246, '2': 0.4939106901217862}","{'0': 10498, '1': 3466, '2': 3890}"
actual_prefix,quota,5.0,1.2,120,0.75,0.7548762097584097,"{'0': 0.8469714864180867, '1': 0.8988, '2': 0.5188571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,1.2,120,0.9,0.7159566298125344,"{'0': 0.8126289353305229, '1': 0.8357106897130391, '2': 0.4995302643940411}","{'0': 10444, '1': 3459, '2': 3951}"
actual_prefix,quota,5.0,1.2,120,0.9,0.7594749387387822,"{'0': 0.8507676733592037, '1': 0.8988, '2': 0.5288571428571428}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,20,0.5,0.7224014201809755,"{'0': 0.8318149964961458, '1': 0.8324143692564745, '2': 0.5029748947903062}","{'0': 10978, '1': 3485, '2': 3391}"
actual_prefix,quota,5.0,2.0,20,0.5,0.7447835554805691,"{'0': 0.8411506664417074, '1': 0.8832, '2': 0.51}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,20,0.75,0.7243954309230841,"{'0': 0.8309574093629004, '1': 0.831858407079646, '2': 0.5103704763267057}","{'0': 10874, '1': 3489, '2': 3491}"
actual_prefix,quota,5.0,2.0,20,0.75,0.7524607743417935,"{'0': 0.846296608739666, '1': 0.8988, '2': 0.5122857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,20,0.9,0.7130922126798863,"{'0': 0.8106330254561839, '1': 0.8313031870515601, '2': 0.4973404255319149}","{'0': 10341, '1': 3493, '2': 4020}"
actual_prefix,quota,5.0,2.0,20,0.9,0.7561080254203926,"{'0': 0.8499240762611776, '1': 0.8904, '2': 0.528}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,50,0.5,0.7226325065696679,"{'0': 0.8315383941861483, '1': 0.8335285260163962, '2': 0.5028305995064596}","{'0': 10988, '1': 3477, '2': 3389}"
actual_prefix,quota,5.0,2.0,50,0.5,0.7439935308153968,"{'0': 0.8410663067319049, '1': 0.8812, '2': 0.5097142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,50,0.75,0.7134093606027365,"{'0': 0.8133602331315849, '1': 0.831858407079646, '2': 0.4950094415969787}","{'0': 10451, '1': 3489, '2': 3914}"
actual_prefix,quota,5.0,2.0,50,0.75,0.7575248154129207,"{'0': 0.8503458748101906, '1': 0.8988, '2': 0.5234285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,50,0.9,0.7163345245762006,"{'0': 0.816399606122997, '1': 0.831858407079646, '2': 0.5007455605259591}","{'0': 10488, '1': 3489, '2': 3877}"
actual_prefix,quota,5.0,2.0,50,0.9,0.7554912354278644,"{'0': 0.8495022777121647, '1': 0.8904, '2': 0.5265714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,120,0.5,0.7225479194306588,"{'0': 0.8315019918574618, '1': 0.8335285260163962, '2': 0.5026132404181185}","{'0': 10989, '1': 3477, '2': 3388}"
actual_prefix,quota,5.0,2.0,120,0.5,0.743736839483558,"{'0': 0.8409819470221023, '1': 0.8808, '2': 0.5094285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,120,0.75,0.713809473287124,"{'0': 0.8138920008962581, '1': 0.831858407079646, '2': 0.49567801188546734}","{'0': 10461, '1': 3489, '2': 3904}"
actual_prefix,quota,5.0,2.0,120,0.75,0.7575248154129207,"{'0': 0.8503458748101906, '1': 0.8988, '2': 0.5234285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,raw,5.0,2.0,120,0.9,0.7145151683580849,"{'0': 0.8128563091978274, '1': 0.8329710750710584, '2': 0.49771812080536915}","{'0': 10423, '1': 3481, '2': 3950}"
actual_prefix,quota,5.0,2.0,120,0.9,0.7599067126226228,"{'0': 0.8519487092964401, '1': 0.8992, '2': 0.5285714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
middle_ratio,raw,0.1,0.7,20,0.5,0.703945671616467,"{'0': 0.8002161123784368, '1': 0.8111718275652702, '2': 0.5004490749056942}","{'0': 7856, '1': 2853, '2': 2874}"
middle_ratio,quota,0.1,0.7,20,0.5,0.6980440710499002,"{'0': 0.8112928879800045, '1': 0.7763409961685823, '2': 0.506498329001114}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,20,0.75,0.7052444922217113,"{'0': 0.7968503937007874, '1': 0.811007689194658, '2': 0.5078753937696885}","{'0': 7708, '1': 2854, '2': 3021}"
middle_ratio,quota,0.1,0.7,20,0.75,0.7003450114988227,"{'0': 0.8129970461258805, '1': 0.7763409961685823, '2': 0.5116969922020052}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,20,0.9,0.7062485443958119,"{'0': 0.7963762388277498, '1': 0.8118932038834952, '2': 0.5104761904761905}","{'0': 7645, '1': 2856, '2': 3082}"
middle_ratio,quota,0.1,0.7,20,0.9,0.7021231381378893,"{'0': 0.8142467620995228, '1': 0.7763409961685823, '2': 0.5157816561455626}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,50,0.5,0.7031894259814585,"{'0': 0.8004555535575136, '1': 0.811007689194658, '2': 0.49810503519220356}","{'0': 7881, '1': 2854, '2': 2848}"
middle_ratio,quota,0.1,0.7,50,0.5,0.6973974795447851,"{'0': 0.810838445807771, '1': 0.7763409961685823, '2': 0.5050129966580023}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,50,0.75,0.705767029908367,"{'0': 0.798356892593935, '1': 0.811007689194658, '2': 0.5079365079365079}","{'0': 7752, '1': 2854, '2': 2977}"
middle_ratio,quota,0.1,0.7,50,0.75,0.7009537328229184,"{'0': 0.8133378777550556, '1': 0.7763409961685823, '2': 0.5131823245451169}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,50,0.9,0.7048672417184406,"{'0': 0.7963400593831425, '1': 0.811007689194658, '2': 0.5072539765775214}","{'0': 7701, '1': 2854, '2': 3028}"
middle_ratio,quota,0.1,0.7,50,0.9,0.7019236200805908,"{'0': 0.814019541013406, '1': 0.7763409961685823, '2': 0.5154103230597846}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,120,0.5,0.702917064718938,"{'0': 0.8005980861244019, '1': 0.8127668225249034, '2': 0.4953862855075086}","{'0': 7918, '1': 2831, '2': 2834}"
middle_ratio,quota,0.1,0.7,120,0.5,0.6961042965345549,"{'0': 0.8099295614633037, '1': 0.7763409961685823, '2': 0.5020423319717787}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,120,0.75,0.7055181043820852,"{'0': 0.8008171603677222, '1': 0.8121580547112462, '2': 0.5035790980672871}","{'0': 7841, '1': 2847, '2': 2895}"
middle_ratio,quota,0.1,0.7,120,0.75,0.7011153806991971,"{'0': 0.8134514882981141, '1': 0.7763409961685823, '2': 0.5135536576308949}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,0.7,120,0.9,0.7054637802832552,"{'0': 0.798406085854012, '1': 0.811007689194658, '2': 0.5069775658010952}","{'0': 7761, '1': 2854, '2': 2968}"
middle_ratio,quota,0.1,0.7,120,0.9,0.7020852679568698,"{'0': 0.8141331515564645, '1': 0.7763409961685823, '2': 0.5157816561455626}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,20,0.5,0.704378769187942,"{'0': 0.7996392062537583, '1': 0.8121580547112462, '2': 0.5013390465988217}","{'0': 7828, '1': 2847, '2': 2908}"
middle_ratio,quota,0.1,1.2,20,0.5,0.6972358316685064,"{'0': 0.8107248352647126, '1': 0.7763409961685823, '2': 0.5046416635722243}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,20,0.75,0.7045101121272465,"{'0': 0.7961459217064598, '1': 0.8109090909090909, '2': 0.5064753237661883}","{'0': 7700, '1': 2862, '2': 3021}"
middle_ratio,quota,0.1,1.2,20,0.75,0.7024464338904468,"{'0': 0.8144739831856397, '1': 0.7763409961685823, '2': 0.5165243223171184}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,20,0.9,0.7060162321370971,"{'0': 0.7957892174759644, '1': 0.8118932038834952, '2': 0.5103662750518314}","{'0': 7632, '1': 2856, '2': 3095}"
middle_ratio,quota,0.1,1.2,20,0.9,0.7017463020270361,"{'0': 0.8141331515564645, '1': 0.7734674329501916, '2': 0.5176383215744523}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,50,0.5,0.704904336087382,"{'0': 0.8012955077070714, '1': 0.8121580547112462, '2': 0.5012594458438288}","{'0': 7871, '1': 2847, '2': 2865}"
middle_ratio,quota,0.1,1.2,50,0.5,0.6977207752973427,"{'0': 0.8110656668938877, '1': 0.7763409961685823, '2': 0.5057556628295581}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,50,0.75,0.7050920702613531,"{'0': 0.7968267425664628, '1': 0.811007689194658, '2': 0.5074417790229382}","{'0': 7711, '1': 2854, '2': 3018}"
middle_ratio,quota,0.1,1.2,50,0.75,0.700468789194082,"{'0': 0.8129970461258805, '1': 0.7763409961685823, '2': 0.5120683252877831}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,50,0.9,0.7056937248030577,"{'0': 0.7967252880533656, '1': 0.8119935170178282, '2': 0.5083623693379791}","{'0': 7688, '1': 2848, '2': 3047}"
middle_ratio,quota,0.1,1.2,50,0.9,0.7026080817667255,"{'0': 0.814587593728698, '1': 0.7763409961685823, '2': 0.5168956554028964}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,120,0.5,0.7035291745822779,"{'0': 0.8009583707696916, '1': 0.8121580547112462, '2': 0.497471098265896}","{'0': 7893, '1': 2847, '2': 2843}"
middle_ratio,quota,0.1,1.2,120,0.5,0.6977207752973427,"{'0': 0.8110656668938877, '1': 0.7763409961685823, '2': 0.5057556628295581}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,120,0.75,0.7042139089510625,"{'0': 0.7978280542986426, '1': 0.811007689194658, '2': 0.5038059833598867}","{'0': 7773, '1': 2854, '2': 2956}"
middle_ratio,quota,0.1,1.2,120,0.75,0.7011153806991971,"{'0': 0.8134514882981141, '1': 0.7763409961685823, '2': 0.5135536576308949}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,1.2,120,0.9,0.7051897363645113,"{'0': 0.7967026306218936, '1': 0.811007689194658, '2': 0.5078588892769822}","{'0': 7696, '1': 2854, '2': 3033}"
middle_ratio,quota,0.1,1.2,120,0.9,0.7014386764517546,"{'0': 0.8136787093842308, '1': 0.7763409961685823, '2': 0.5142963238024508}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,20,0.5,0.7049474155027083,"{'0': 0.7997832239417113, '1': 0.8115003037052034, '2': 0.50355871886121}","{'0': 7805, '1': 2851, '2': 2927}"
middle_ratio,quota,0.1,2.0,20,0.5,0.6977586454783622,"{'0': 0.8111792774369462, '1': 0.7763409961685823, '2': 0.5057556628295581}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,20,0.75,0.7057430325456244,"{'0': 0.796939519067282, '1': 0.8123861566484517, '2': 0.5079034219211395}","{'0': 7666, '1': 2853, '2': 3064}"
middle_ratio,quota,0.1,2.0,20,0.75,0.7019614902616104,"{'0': 0.8141331515564645, '1': 0.7763409961685823, '2': 0.5154103230597846}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,20,0.9,0.7041606884976384,"{'0': 0.7931455055494573, '1': 0.8123861566484517, '2': 0.506950403295006}","{'0': 7596, '1': 2853, '2': 3134}"
middle_ratio,quota,0.1,2.0,20,0.9,0.7007764147693635,"{'0': 0.8134514882981141, '1': 0.7734674329501916, '2': 0.5154103230597846}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,50,0.5,0.7049257873898759,"{'0': 0.8006486876088654, '1': 0.8121580547112462, '2': 0.5019706198495163}","{'0': 7847, '1': 2847, '2': 2889}"
middle_ratio,quota,0.1,2.0,50,0.5,0.6985668848597562,"{'0': 0.8117473301522381, '1': 0.7763409961685823, '2': 0.5076123282584478}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,50,0.75,0.7047403105238864,"{'0': 0.7961435847683725, '1': 0.8120574549868501, '2': 0.5060198918164369}","{'0': 7690, '1': 2855, '2': 3038}"
middle_ratio,quota,0.1,2.0,50,0.75,0.7024464338904468,"{'0': 0.8144739831856397, '1': 0.7763409961685823, '2': 0.5165243223171184}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,50,0.9,0.7045426598789372,"{'0': 0.7937107684807118, '1': 0.8130443589224225, '2': 0.506872852233677}","{'0': 7607, '1': 2849, '2': 3127}"
middle_ratio,quota,0.1,2.0,50,0.9,0.7025545414084301,"{'0': 0.8147012042717564, '1': 0.7734674329501916, '2': 0.519494987003342}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,120,0.5,0.7049257873898759,"{'0': 0.8006486876088654, '1': 0.8121580547112462, '2': 0.5019706198495163}","{'0': 7847, '1': 2847, '2': 2889}"
middle_ratio,quota,0.1,2.0,120,0.5,0.6985290146787366,"{'0': 0.8116337196091797, '1': 0.7763409961685823, '2': 0.5076123282584478}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,120,0.75,0.7051168372867233,"{'0': 0.7966543426874356, '1': 0.8120574549868501, '2': 0.506638714185884}","{'0': 7697, '1': 2855, '2': 3031}"
middle_ratio,quota,0.1,2.0,120,0.75,0.7024464338904468,"{'0': 0.8144739831856397, '1': 0.7763409961685823, '2': 0.5165243223171184}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,0.1,2.0,120,0.9,0.7061574123101724,"{'0': 0.7960102177350687, '1': 0.8130443589224225, '2': 0.5094176602730257}","{'0': 7640, '1': 2849, '2': 3094}"
middle_ratio,quota,0.1,2.0,120,0.9,0.7022312456558725,"{'0': 0.8144739831856397, '1': 0.7734674329501916, '2': 0.5187523208317861}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,20,0.5,0.702706229495694,"{'0': 0.8007183478000599, '1': 0.810843617236496, '2': 0.49655672345052554}","{'0': 7903, '1': 2855, '2': 2825}"
middle_ratio,quota,1.0,0.7,20,0.5,0.7022433701558036,"{'0': 0.8134514882981141, '1': 0.7897509578544061, '2': 0.5035276643148905}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,20,0.75,0.7050743540593148,"{'0': 0.7994942196531792, '1': 0.8119935170178282, '2': 0.503735325506937}","{'0': 7806, '1': 2848, '2': 2929}"
middle_ratio,quota,1.0,0.7,20,0.75,0.7032132574134762,"{'0': 0.8141331515564645, '1': 0.7897509578544061, '2': 0.5057556628295581}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,20,0.9,0.705572184547628,"{'0': 0.7977018445721198, '1': 0.8118932038834952, '2': 0.5071215051872692}","{'0': 7733, '1': 2856, '2': 2994}"
middle_ratio,quota,1.0,0.7,20,0.9,0.7064280258858227,"{'0': 0.8162917518745739, '1': 0.7916666666666666, '2': 0.5113256591162273}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,50,0.5,0.7014865183229735,"{'0': 0.8000478354460655, '1': 0.8101317122593719, '2': 0.4942800072634828}","{'0': 7922, '1': 2847, '2': 2814}"
middle_ratio,quota,1.0,0.7,50,0.5,0.7014351307744097,"{'0': 0.8128834355828221, '1': 0.7897509578544061, '2': 0.5016709988860008}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,50,0.75,0.7047638522090992,"{'0': 0.8005045954225987, '1': 0.811007689194658, '2': 0.5027792720100412}","{'0': 7845, '1': 2854, '2': 2884}"
middle_ratio,quota,1.0,0.7,50,0.75,0.705476327681379,"{'0': 0.815723699159282, '1': 0.7897509578544061, '2': 0.5109543260304493}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,50,0.9,0.7058853229400747,"{'0': 0.8001444738743078, '1': 0.8119935170178282, '2': 0.5055179779280883}","{'0': 7810, '1': 2848, '2': 2925}"
middle_ratio,quota,1.0,0.7,50,0.9,0.7069311585678881,"{'0': 0.8167461940468076, '1': 0.7897509578544061, '2': 0.5142963238024508}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,120,0.5,0.7015254062472897,"{'0': 0.8001672240802675, '1': 0.8117766497461929, '2': 0.4926323449154084}","{'0': 7942, '1': 2837, '2': 2804}"
middle_ratio,quota,1.0,0.7,120,0.5,0.7014351307744097,"{'0': 0.8128834355828221, '1': 0.7897509578544061, '2': 0.5016709988860008}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,120,0.75,0.7046205527279191,"{'0': 0.8008393285371702, '1': 0.8118530545971179, '2': 0.5011692750494693}","{'0': 7878, '1': 2839, '2': 2866}"
middle_ratio,quota,1.0,0.7,120,0.75,0.7051530319288215,"{'0': 0.8154964780731652, '1': 0.7897509578544061, '2': 0.5102116598588934}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,0.7,120,0.9,0.7053993245960523,"{'0': 0.8008892093246816, '1': 0.811007689194658, '2': 0.5043010752688172}","{'0': 7842, '1': 2854, '2': 2887}"
middle_ratio,quota,1.0,0.7,120,0.9,0.706284567062773,"{'0': 0.8162917518745739, '1': 0.7897509578544061, '2': 0.5128109914593391}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,20,0.5,0.7030264845409041,"{'0': 0.8008621721949467, '1': 0.810843617236496, '2': 0.4973736641912697}","{'0': 7900, '1': 2855, '2': 2828}"
middle_ratio,quota,1.0,1.2,20,0.5,0.7020817222795248,"{'0': 0.8133378777550556, '1': 0.7897509578544061, '2': 0.5031563312291125}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,20,0.75,0.7057534265996589,"{'0': 0.7990831775137222, '1': 0.8130443589224225, '2': 0.5051327433628319}","{'0': 7777, '1': 2849, '2': 2957}"
middle_ratio,quota,1.0,1.2,20,0.75,0.705190902109841,"{'0': 0.8156100886162236, '1': 0.7897509578544061, '2': 0.5102116598588934}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,20,0.9,0.7057026240316101,"{'0': 0.7972392080886359, '1': 0.8118932038834952, '2': 0.5079754601226993}","{'0': 7715, '1': 2856, '2': 3012}"
middle_ratio,quota,1.0,1.2,20,0.9,0.7074357833245147,"{'0': 0.8170870256759827, '1': 0.7916666666666666, '2': 0.5135536576308949}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,50,0.5,0.7023478693584851,"{'0': 0.800718132854578, '1': 0.8106796116504854, '2': 0.49564586357039186}","{'0': 7908, '1': 2856, '2': 2819}"
middle_ratio,quota,1.0,1.2,50,0.5,0.7014351307744097,"{'0': 0.8128834355828221, '1': 0.7897509578544061, '2': 0.5016709988860008}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,50,0.75,0.7054875735154186,"{'0': 0.8006251127006071, '1': 0.8119935170178282, '2': 0.5038440908278204}","{'0': 7835, '1': 2848, '2': 2900}"
middle_ratio,quota,1.0,1.2,50,0.75,0.7057996234339367,"{'0': 0.8159509202453987, '1': 0.7897509578544061, '2': 0.5116969922020052}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,50,0.9,0.7051261357184716,"{'0': 0.7980920178722376, '1': 0.8119935170178282, '2': 0.5052928722653494}","{'0': 7760, '1': 2848, '2': 2975}"
middle_ratio,quota,1.0,1.2,50,0.9,0.7059612713102155,"{'0': 0.8160645307884572, '1': 0.7897509578544061, '2': 0.5120683252877831}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,120,0.5,0.7022215648912621,"{'0': 0.8003346680212753, '1': 0.8117766497461929, '2': 0.49455337690631807}","{'0': 7931, '1': 2837, '2': 2815}"
middle_ratio,quota,1.0,1.2,120,0.5,0.7014351307744097,"{'0': 0.8128834355828221, '1': 0.7897509578544061, '2': 0.5016709988860008}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,120,0.75,0.7051091222037686,"{'0': 0.8011043092065778, '1': 0.8121580547112462, '2': 0.5020650026934818}","{'0': 7860, '1': 2847, '2': 2876}"
middle_ratio,quota,1.0,1.2,120,0.75,0.705476327681379,"{'0': 0.815723699159282, '1': 0.7897509578544061, '2': 0.5109543260304493}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,1.2,120,0.9,0.7060100577504608,"{'0': 0.8007697396115221, '1': 0.8119935170178282, '2': 0.5052669166220318}","{'0': 7827, '1': 2848, '2': 2908}"
middle_ratio,quota,1.0,1.2,120,0.9,0.7066078628153306,"{'0': 0.8165189729606908, '1': 0.7897509578544061, '2': 0.5135536576308949}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,20,0.5,0.7023852197340003,"{'0': 0.8002396644697424, '1': 0.810351799433886, '2': 0.49656419529837253}","{'0': 7888, '1': 2858, '2': 2837}"
middle_ratio,quota,1.0,2.0,20,0.5,0.7020817222795248,"{'0': 0.8133378777550556, '1': 0.7897509578544061, '2': 0.5031563312291125}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,20,0.75,0.7061990183792286,"{'0': 0.7989849555918072, '1': 0.8123861566484517, '2': 0.5072259428974268}","{'0': 7749, '1': 2853, '2': 2981}"
middle_ratio,quota,1.0,2.0,20,0.75,0.705190902109841,"{'0': 0.8156100886162236, '1': 0.7897509578544061, '2': 0.5102116598588934}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,20,0.9,0.7048955826452884,"{'0': 0.7970434993335757, '1': 0.8122217725617159, '2': 0.5054214760405736}","{'0': 7704, '1': 2854, '2': 3025}"
middle_ratio,quota,1.0,2.0,20,0.9,0.7087289663347449,"{'0': 0.8179959100204499, '1': 0.7916666666666666, '2': 0.5165243223171184}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,50,0.5,0.7032645867657359,"{'0': 0.8008860153256705, '1': 0.8111718275652702, '2': 0.497735917406267}","{'0': 7902, '1': 2853, '2': 2828}"
middle_ratio,quota,1.0,2.0,50,0.5,0.7028899616609187,"{'0': 0.8139059304703476, '1': 0.7897509578544061, '2': 0.5050129966580023}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,50,0.75,0.7056335590042151,"{'0': 0.7988648028500694, '1': 0.8123861566484517, '2': 0.5056497175141242}","{'0': 7759, '1': 2853, '2': 2971}"
middle_ratio,quota,1.0,2.0,50,0.75,0.7058374936149562,"{'0': 0.8160645307884572, '1': 0.7897509578544061, '2': 0.5116969922020052}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,50,0.9,0.7052074358338856,"{'0': 0.7971909432134641, '1': 0.8123861566484517, '2': 0.5060452076397407}","{'0': 7716, '1': 2853, '2': 3014}"
