ensemble,members,alpha_exact,weight_0,weight_1,weight_2,macro_f1,weighted_f1,pred_count_0,pred_count_1,pred_count_2
tree_core,"lgbm,catboost,xgb,extra_trees",0.6,1.0,0.8,1.2,0.7543868116448359,0.7699800664966672,24898,12445,10722
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.5,1.0,0.9,1.1,0.7543794599998573,0.7706376058817854,25309,12541,10215
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.4,1.0,1.25,1.05,0.754376705735672,0.7707207378763189,25225,12811,10029
tree_core,"lgbm,catboost,xgb,extra_trees",0.7,1.0,1.0,1.25,0.7543755821464111,0.7698865278744594,24818,12601,10646
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.7,1.0,0.85,1.2,0.7543753020964646,0.7704418233299691,25229,12493,10343
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.6,1.0,0.85,1.15,0.7543706009634795,0.770513378086216,25252,12493,10320
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.5,1.0,1.25,1.05,0.7543648498330268,0.7710372828186753,25403,12821,9841
tree_core,"lgbm,catboost,xgb,extra_trees",0.6,1.0,0.9,1.1,0.7543626441177101,0.770531862554109,25240,12570,10255
tree_core,"lgbm,catboost,xgb,extra_trees",0.5,1.0,1.1,0.95,0.7543622081272584,0.7714585879957372,25689,12793,9583
tree_core,"lgbm,catboost,xgb,extra_trees",0.5,1.0,0.9,1.15,0.7543554261379729,0.7698057737300488,24783,12547,10735
tree_core,"lgbm,catboost,xgb,extra_trees",0.4,1.0,0.75,1.0,0.75435435369105,0.7706416206795739,25343,12462,10260
tree_core,"lgbm,catboost,xgb,extra_trees",0.6,1.0,0.95,1.1,0.7543534540479843,0.7705170956325542,25223,12592,10250
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.6,1.0,0.9,1.15,0.7543510438589589,0.7704712772331336,25218,12544,10303
tree_core,"lgbm,catboost,xgb,extra_trees",0.5,1.0,0.9,1.0,0.7543496337126324,0.7709256574718492,25466,12578,10021
tree_core,"lgbm,catboost,xgb,extra_trees",0.6,1.0,0.75,1.15,0.7543493373895863,0.7702244183350807,25079,12416,10570
tree_core,"lgbm,catboost,xgb,extra_trees",0.7,1.0,1.05,1.25,0.7543459057618455,0.7698521777578444,24797,12626,10642
tree_plus_hist,"lgbm,catboost,xgb,extra_trees,hist_gbdt",0.2,1.0,1.15,0.95,0.7543456770751246,0.7709479954452674,25383,12764,9918
tree_core,"lgbm,catboost,xgb,extra_trees",0.6,1.0,0.8,1.15,0.7543454139910727,0.7702211643137077,25056,12467,10542
