split,model,variant,weight_mode,alpha,active_rows,macro_f1,per_class_f1,pred_counts
actual_prefix,nb_full_single,raw,all,0.5,30211,0.7336852482784538,"{'0': 0.8514737362094517, '1': 0.8517124576590139, '2': 0.4978695509668961}","{'0': 12438, '1': 2814, '2': 2602}"
actual_prefix,nb_full_single,quota,all,0.5,30211,0.7154701310387491,"{'0': 0.8392103931162477, '1': 0.8132, '2': 0.494}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,all,5.0,30211,0.7336852482784538,"{'0': 0.8514737362094517, '1': 0.8517124576590139, '2': 0.4978695509668961}","{'0': 12438, '1': 2814, '2': 2602}"
actual_prefix,nb_full_single,quota,all,5.0,30211,0.7154701310387491,"{'0': 0.8392103931162477, '1': 0.8132, '2': 0.494}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front2500,0.05,7500,0.7125205046053905,"{'0': 0.7796076980014803, '1': 0.8677787532923618, '2': 0.4901750625223294}","{'0': 9762, '1': 3195, '2': 4897}"
actual_prefix,exact_posterior,quota,front2500,0.05,7500,0.7427172567829223,"{'0': 0.8375231989201957, '1': 0.8772, '2': 0.5134285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front2500,0.5,7500,0.7125205046053905,"{'0': 0.7796076980014803, '1': 0.8677787532923618, '2': 0.4901750625223294}","{'0': 9762, '1': 3195, '2': 4897}"
actual_prefix,exact_posterior,quota,front2500,0.5,7500,0.7383997268352255,"{'0': 0.8345706090771048, '1': 0.8672, '2': 0.5134285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front2500,2.0,7500,0.7122071592752176,"{'0': 0.779463459759482, '1': 0.8669829555438412, '2': 0.4901750625223294}","{'0': 9766, '1': 3191, '2': 4897}"
actual_prefix,exact_posterior,quota,front2500,2.0,7500,0.7246307985249102,"{'0': 0.8252066812890164, '1': 0.8564, '2': 0.49228571428571427}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front2500,10.0,7500,0.7210490874430655,"{'0': 0.8291480773316338, '1': 0.8721804511278195, '2': 0.4618187338697434}","{'0': 11681, '1': 3086, '2': 3087}"
actual_prefix,exact_posterior,quota,front2500,10.0,7500,0.6903124908610314,"{'0': 0.8277374725830943, '1': 0.8032, '2': 0.44}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front2500,0.5,7500,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front2500,0.5,7500,0.7222945551833017,"{'0': 0.836426522692762, '1': 0.8176, '2': 0.5128571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front2500,5.0,7500,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front2500,5.0,7500,0.7222945551833017,"{'0': 0.836426522692762, '1': 0.8176, '2': 0.5128571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front2500,0.5,7500,0.735149629226019,"{'0': 0.8381088224189286, '1': 0.8623497479643273, '2': 0.5049903172948011}","{'0': 11983, '1': 2658, '2': 3213}"
actual_prefix,nb_full,quota,front2500,0.5,7500,0.7208350711433553,"{'0': 0.8333052134300658, '1': 0.8372, '2': 0.492}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front2500,5.0,7500,0.735149629226019,"{'0': 0.8381088224189286, '1': 0.8623497479643273, '2': 0.5049903172948011}","{'0': 11983, '1': 2658, '2': 3213}"
actual_prefix,nb_full,quota,front2500,5.0,7500,0.7208350711433553,"{'0': 0.8333052134300658, '1': 0.8372, '2': 0.492}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front2500,0.5,7500,0.7353587487380916,"{'0': 0.8363002931554574, '1': 0.8647856357640161, '2': 0.5049903172948011}","{'0': 11683, '1': 2958, '2': 3213}"
actual_prefix,nb_full_single,quota,front2500,0.5,7500,0.7199754280250991,"{'0': 0.8426691412181542, '1': 0.8304, '2': 0.4868571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front2500,5.0,7500,0.7353587487380916,"{'0': 0.8363002931554574, '1': 0.8647856357640161, '2': 0.5049903172948011}","{'0': 11683, '1': 2958, '2': 3213}"
actual_prefix,nb_full_single,quota,front2500,5.0,7500,0.7199754280250991,"{'0': 0.8426691412181542, '1': 0.8304, '2': 0.4868571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front5000,0.05,15000,0.715233845176412,"{'0': 0.7796531361882177, '1': 0.8661664630954459, '2': 0.4998819362455726}","{'0': 9653, '1': 3231, '2': 4970}"
actual_prefix,exact_posterior,quota,front5000,0.05,15000,0.7521296568568375,"{'0': 0.8441032562847984, '1': 0.898, '2': 0.5142857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front5000,0.5,15000,0.715233845176412,"{'0': 0.7796531361882177, '1': 0.8661664630954459, '2': 0.4998819362455726}","{'0': 9653, '1': 3231, '2': 4970}"
actual_prefix,exact_posterior,quota,front5000,0.5,15000,0.7521296568568375,"{'0': 0.8441032562847984, '1': 0.898, '2': 0.5142857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front5000,2.0,15000,0.7147563699513859,"{'0': 0.7794561933534743, '1': 0.864930980255111, '2': 0.4998819362455726}","{'0': 9661, '1': 3223, '2': 4970}"
actual_prefix,exact_posterior,quota,front5000,2.0,15000,0.7583347071914645,"{'0': 0.846718407288679, '1': 0.91, '2': 0.5182857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front5000,10.0,15000,0.7199586028929345,"{'0': 0.817292219371113, '1': 0.8659866338374956, '2': 0.4765969554701949}","{'0': 11139, '1': 3186, '2': 3529}"
actual_prefix,exact_posterior,quota,front5000,10.0,15000,0.7254843291796219,"{'0': 0.8258815589674372, '1': 0.872, '2': 0.4785714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front5000,0.5,15000,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front5000,0.5,15000,0.6404593956631075,"{'0': 0.7878353298464653, '1': 0.6984, '2': 0.43514285714285716}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front5000,5.0,15000,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front5000,5.0,15000,0.6404593956631075,"{'0': 0.7878353298464653, '1': 0.6984, '2': 0.43514285714285716}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front5000,0.5,15000,0.6958951419381475,"{'0': 0.8328228276640335, '1': 0.7643082469580892, '2': 0.4905543511923196}","{'0': 12958, '1': 1938, '2': 2958}"
actual_prefix,nb_full,quota,front5000,0.5,15000,0.7086470116577085,"{'0': 0.8203981778302682, '1': 0.7924, '2': 0.5131428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front5000,5.0,15000,0.6958951419381475,"{'0': 0.8328228276640335, '1': 0.7643082469580892, '2': 0.4905543511923196}","{'0': 12958, '1': 1938, '2': 2958}"
actual_prefix,nb_full,quota,front5000,5.0,15000,0.7086470116577085,"{'0': 0.8203981778302682, '1': 0.7924, '2': 0.5131428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front5000,0.5,15000,0.7365588178416967,"{'0': 0.8418708240534521, '1': 0.8687208216619982, '2': 0.49908480780964004}","{'0': 11943, '1': 2855, '2': 3056}"
actual_prefix,nb_full_single,quota,front5000,0.5,15000,0.721066518836318,"{'0': 0.8398852707946685, '1': 0.8376, '2': 0.4857142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front5000,5.0,15000,0.7365588178416967,"{'0': 0.8418708240534521, '1': 0.8687208216619982, '2': 0.49908480780964004}","{'0': 11943, '1': 2855, '2': 3056}"
actual_prefix,nb_full_single,quota,front5000,5.0,15000,0.721066518836318,"{'0': 0.8398852707946685, '1': 0.8376, '2': 0.4857142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front9000,0.05,26179,0.6976635682772966,"{'0': 0.7637168558376113, '1': 0.8522902727740608, '2': 0.4769835762202174}","{'0': 9379, '1': 3329, '2': 5146}"
actual_prefix,exact_posterior,quota,front9000,0.05,26179,0.7437785469240844,"{'0': 0.8403070693436815, '1': 0.8876, '2': 0.5034285714285714}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front9000,0.5,26179,0.6976635682772966,"{'0': 0.7637168558376113, '1': 0.8522902727740608, '2': 0.4769835762202174}","{'0': 9379, '1': 3329, '2': 5146}"
actual_prefix,exact_posterior,quota,front9000,0.5,26179,0.7456207476680566,"{'0': 0.8413193858613126, '1': 0.8904, '2': 0.5051428571428571}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front9000,2.0,26179,0.6993037411030802,"{'0': 0.7651650521959936, '1': 0.8557625948930296, '2': 0.4769835762202174}","{'0': 9412, '1': 3296, '2': 5146}"
actual_prefix,exact_posterior,quota,front9000,2.0,26179,0.7502275623257569,"{'0': 0.8418255441201282, '1': 0.904, '2': 0.5048571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,front9000,10.0,26179,0.7202955861640828,"{'0': 0.8140898470219988, '1': 0.8598715054696996, '2': 0.4869254060005505}","{'0': 10829, '1': 3259, '2': 3766}"
actual_prefix,exact_posterior,quota,front9000,10.0,26179,0.7308757919769899,"{'0': 0.8292559473595411, '1': 0.8768, '2': 0.4865714285714286}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front9000,0.5,26179,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front9000,0.5,26179,0.6485501602834486,"{'0': 0.7904504808503459, '1': 0.7112, '2': 0.444}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,front9000,5.0,26179,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,front9000,5.0,26179,0.6485501602834486,"{'0': 0.7904504808503459, '1': 0.7112, '2': 0.444}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front9000,0.5,26179,0.7349540645297288,"{'0': 0.8467439339614775, '1': 0.8630874976778747, '2': 0.49503076194983436}","{'0': 12132, '1': 2883, '2': 2839}"
actual_prefix,nb_full,quota,front9000,0.5,26179,0.7086737432411804,"{'0': 0.8385355154378269, '1': 0.8112, '2': 0.4762857142857143}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,front9000,5.0,26179,0.7349540645297288,"{'0': 0.8467439339614775, '1': 0.8630874976778747, '2': 0.49503076194983436}","{'0': 12132, '1': 2883, '2': 2839}"
actual_prefix,nb_full,quota,front9000,5.0,26179,0.7086737432411804,"{'0': 0.8385355154378269, '1': 0.8112, '2': 0.4762857142857143}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front9000,0.5,26179,0.7364127384125833,"{'0': 0.8469106979071125, '1': 0.8645329363602531, '2': 0.49779458097038437}","{'0': 12132, '1': 2874, '2': 2848}"
actual_prefix,nb_full_single,quota,front9000,0.5,26179,0.7125849100564808,"{'0': 0.8408975873122997, '1': 0.814, '2': 0.4828571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,front9000,5.0,26179,0.7364127384125833,"{'0': 0.8469106979071125, '1': 0.8645329363602531, '2': 0.49779458097038437}","{'0': 12132, '1': 2874, '2': 2848}"
actual_prefix,nb_full_single,quota,front9000,5.0,26179,0.7125849100564808,"{'0': 0.8408975873122997, '1': 0.814, '2': 0.4828571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,frac0.5,0.05,15106,0.7193706181282066,"{'0': 0.8056458435371121, '1': 0.8661664630954459, '2': 0.48629954775206174}","{'0': 10605, '1': 3231, '2': 4018}"
actual_prefix,exact_posterior,quota,frac0.5,0.05,15106,0.7512661508672981,"{'0': 0.8435127383161802, '1': 0.898, '2': 0.5122857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,frac0.5,0.5,15106,0.7193706181282066,"{'0': 0.8056458435371121, '1': 0.8661664630954459, '2': 0.48629954775206174}","{'0': 10605, '1': 3231, '2': 4018}"
actual_prefix,exact_posterior,quota,frac0.5,0.5,15106,0.7512661508672981,"{'0': 0.8435127383161802, '1': 0.898, '2': 0.5122857142857142}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,frac0.5,2.0,15106,0.7188928394643573,"{'0': 0.8054479903858993, '1': 0.864930980255111, '2': 0.48629954775206174}","{'0': 10613, '1': 3223, '2': 4018}"
actual_prefix,exact_posterior,quota,frac0.5,2.0,15106,0.7447653273558453,"{'0': 0.8374388392103931, '1': 0.91, '2': 0.4868571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,frac0.5,10.0,15106,0.7219243614435551,"{'0': 0.840349483717236, '1': 0.8665846370188083, '2': 0.4588389635946212}","{'0': 12067, '1': 3189, '2': 2598}"
actual_prefix,exact_posterior,quota,frac0.5,10.0,15106,0.6891162701760306,"{'0': 0.8341488105280918, '1': 0.8032, '2': 0.43}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,frac0.5,0.5,15106,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,frac0.5,0.5,15106,0.6437428941004443,"{'0': 0.7900286823013328, '1': 0.6992, '2': 0.442}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,frac0.5,5.0,15106,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,frac0.5,5.0,15106,0.6437428941004443,"{'0': 0.7900286823013328, '1': 0.6992, '2': 0.442}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,frac0.5,0.5,15106,0.7365063179666566,"{'0': 0.8504587914358932, '1': 0.8687208216619982, '2': 0.49033934080207825}","{'0': 12340, '1': 2855, '2': 2659}"
actual_prefix,nb_full,quota,frac0.5,0.5,15106,0.7173395486353814,"{'0': 0.8404757887632867, '1': 0.8264, '2': 0.48514285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,frac0.5,5.0,15106,0.7365063179666566,"{'0': 0.8504587914358932, '1': 0.8687208216619982, '2': 0.49033934080207825}","{'0': 12340, '1': 2855, '2': 2659}"
actual_prefix,nb_full,quota,frac0.5,5.0,15106,0.7173395486353814,"{'0': 0.8404757887632867, '1': 0.8264, '2': 0.48514285714285715}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,frac0.5,0.5,15106,0.7319379893504561,"{'0': 0.849377216860513, '1': 0.8665549972082636, '2': 0.4798817539825916}","{'0': 12392, '1': 2873, '2': 2589}"
actual_prefix,nb_full_single,quota,frac0.5,0.5,15106,0.7152515767231474,"{'0': 0.8408975873122997, '1': 0.82, '2': 0.4848571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,frac0.5,5.0,15106,0.7319379893504561,"{'0': 0.849377216860513, '1': 0.8665549972082636, '2': 0.4798817539825916}","{'0': 12392, '1': 2873, '2': 2589}"
actual_prefix,nb_full_single,quota,frac0.5,5.0,15106,0.7152515767231474,"{'0': 0.8408975873122997, '1': 0.82, '2': 0.4848571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,decay3.0,0.05,30211,0.7168327758757344,"{'0': 0.7993126526182509, '1': 0.8554175293305728, '2': 0.49576814567837907}","{'0': 10260, '1': 3296, '2': 4298}"
actual_prefix,exact_posterior,quota,decay3.0,0.05,30211,0.7585687804799667,"{'0': 0.8492491985827568, '1': 0.9036, '2': 0.5228571428571429}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,decay3.0,0.5,30211,0.7258396977395231,"{'0': 0.8120407890635437, '1': 0.8622129436325678, '2': 0.5032653605224577}","{'0': 10603, '1': 3248, '2': 4003}"
actual_prefix,exact_posterior,quota,decay3.0,0.5,30211,0.7662776896687475,"{'0': 0.8520330690062426, '1': 0.9188, '2': 0.528}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,decay3.0,2.0,30211,0.7253538264544762,"{'0': 0.8216385731085849, '1': 0.8651488616462347, '2': 0.4892740446086092}","{'0': 11105, '1': 3210, '2': 3539}"
actual_prefix,exact_posterior,quota,decay3.0,2.0,30211,0.7397049402652912,"{'0': 0.8344862493673022, '1': 0.8952, '2': 0.48942857142857144}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,exact_posterior,raw,decay3.0,10.0,30211,0.7178976266662125,"{'0': 0.8491276926857236, '1': 0.8684722959815897, '2': 0.43609289133132423}","{'0': 12564, '1': 3149, '2': 2141}"
actual_prefix,exact_posterior,quota,decay3.0,10.0,30211,0.698541354736597,"{'0': 0.8401383499240762, '1': 0.8032, '2': 0.4522857142857143}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,decay3.0,0.5,30211,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,decay3.0,0.5,30211,0.6582736853945222,"{'0': 0.7976210561835667, '1': 0.7152, '2': 0.462}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_single,raw,decay3.0,5.0,30211,0.26601139984740363,"{'0': 0.7980341995422109, '1': 0.0, '2': 0.0}","{'0': 17854, '1': 0, '2': 0}"
actual_prefix,nb_single,quota,decay3.0,5.0,30211,0.6582736853945222,"{'0': 0.7976210561835667, '1': 0.7152, '2': 0.462}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,decay3.0,0.5,30211,0.7342970235452752,"{'0': 0.8477554759723495, '1': 0.8598337950138504, '2': 0.49530179964962573}","{'0': 12160, '1': 2915, '2': 2779}"
actual_prefix,nb_full,quota,decay3.0,0.5,30211,0.7091762892975648,"{'0': 0.8407288678926944, '1': 0.8068, '2': 0.48}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full,raw,decay3.0,5.0,30211,0.7342970235452752,"{'0': 0.8477554759723495, '1': 0.8598337950138504, '2': 0.49530179964962573}","{'0': 12160, '1': 2915, '2': 2779}"
actual_prefix,nb_full,quota,decay3.0,5.0,30211,0.7091762892975648,"{'0': 0.8407288678926944, '1': 0.8068, '2': 0.48}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,decay3.0,0.5,30211,0.7340915641743858,"{'0': 0.8473050147984493, '1': 0.8595071717543215, '2': 0.4954625059703869}","{'0': 12135, '1': 2938, '2': 2781}"
actual_prefix,nb_full_single,quota,decay3.0,0.5,30211,0.7084425044389276,"{'0': 0.840813227602497, '1': 0.8068, '2': 0.4777142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
actual_prefix,nb_full_single,raw,decay3.0,5.0,30211,0.7340915641743858,"{'0': 0.8473050147984493, '1': 0.8595071717543215, '2': 0.4954625059703869}","{'0': 12135, '1': 2938, '2': 2781}"
actual_prefix,nb_full_single,quota,decay3.0,5.0,30211,0.7084425044389276,"{'0': 0.840813227602497, '1': 0.8068, '2': 0.4777142857142857}","{'0': 11854, '1': 2500, '2': 3500}"
middle_ratio,exact_posterior,raw,all,0.05,34482,0.7008410885358196,"{'0': 0.7980596478620194, '1': 0.8129320862139081, '2': 0.4915315315315315}","{'0': 7896, '1': 2830, '2': 2857}"
middle_ratio,exact_posterior,quota,all,0.05,34482,0.71670115090039,"{'0': 0.821745057941377, '1': 0.828544061302682, '2': 0.499814333457111}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,all,0.5,34482,0.7008410885358196,"{'0': 0.7980596478620194, '1': 0.8129320862139081, '2': 0.4915315315315315}","{'0': 7896, '1': 2830, '2': 2857}"
middle_ratio,exact_posterior,quota,all,0.5,34482,0.7163900277752905,"{'0': 0.8212906157691434, '1': 0.8280651340996169, '2': 0.499814333457111}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,all,2.0,34482,0.7008410885358196,"{'0': 0.7980596478620194, '1': 0.8129320862139081, '2': 0.4915315315315315}","{'0': 7896, '1': 2830, '2': 2857}"
middle_ratio,exact_posterior,quota,all,2.0,34482,0.7126158816652919,"{'0': 0.8172006362190412, '1': 0.8223180076628352, '2': 0.49832900111399925}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,all,10.0,34482,0.7091157490659411,"{'0': 0.8263439027162177, '1': 0.8311036789297659, '2': 0.4698996655518395}","{'0': 8796, '1': 2696, '2': 2091}"
middle_ratio,exact_posterior,quota,all,10.0,34482,0.6810775704727109,"{'0': 0.8267439218359464, '1': 0.7801724137931034, '2': 0.43631637578908283}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,all,0.5,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,all,0.5,34482,0.6511042578337195,"{'0': 0.7788002726653034, '1': 0.7073754789272031, '2': 0.4671370219086521}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,all,5.0,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,all,5.0,34482,0.6511042578337195,"{'0': 0.7788002726653034, '1': 0.7073754789272031, '2': 0.4671370219086521}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,all,0.5,34482,0.6993226304421877,"{'0': 0.8246461469332734, '1': 0.7980578238799382, '2': 0.47526392051335126}","{'0': 9002, '1': 2443, '2': 2138}"
middle_ratio,nb_full,quota,all,0.5,34482,0.6941522536216099,"{'0': 0.8192456259940922, '1': 0.7931034482758621, '2': 0.4701076865948756}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,all,5.0,34482,0.6993226304421877,"{'0': 0.8246461469332734, '1': 0.7980578238799382, '2': 0.47526392051335126}","{'0': 9002, '1': 2443, '2': 2138}"
middle_ratio,nb_full,quota,all,5.0,34482,0.6941522536216099,"{'0': 0.8192456259940922, '1': 0.7931034482758621, '2': 0.4701076865948756}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,all,0.5,34482,0.7020092081228606,"{'0': 0.8251881811032469, '1': 0.8018617021276596, '2': 0.47897774113767516}","{'0': 9000, '1': 2424, '2': 2159}"
middle_ratio,nb_full_single,quota,all,0.5,34482,0.6964531940705324,"{'0': 0.8209497841399682, '1': 0.7931034482758621, '2': 0.4753063497957668}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,all,5.0,34482,0.7020092081228606,"{'0': 0.8251881811032469, '1': 0.8018617021276596, '2': 0.47897774113767516}","{'0': 9000, '1': 2424, '2': 2159}"
middle_ratio,nb_full_single,quota,all,5.0,34482,0.6964531940705324,"{'0': 0.8209497841399682, '1': 0.7931034482758621, '2': 0.4753063497957668}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front2500,0.05,7500,0.7060838096892277,"{'0': 0.7702072055254807, '1': 0.8536691272253583, '2': 0.4943750963168439}","{'0': 7269, '1': 2518, '2': 3796}"
middle_ratio,exact_posterior,quota,front2500,0.05,7500,0.7264059893508006,"{'0': 0.8234492160872529, '1': 0.8745210727969349, '2': 0.48124767916821387}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front2500,0.5,7500,0.7060838096892277,"{'0': 0.7702072055254807, '1': 0.8536691272253583, '2': 0.4943750963168439}","{'0': 7269, '1': 2518, '2': 3796}"
middle_ratio,exact_posterior,quota,front2500,0.5,7500,0.7242934211331105,"{'0': 0.8226539422858441, '1': 0.8663793103448276, '2': 0.4838470107686595}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front2500,2.0,7500,0.7060838096892277,"{'0': 0.7702072055254807, '1': 0.8536691272253583, '2': 0.4943750963168439}","{'0': 7269, '1': 2518, '2': 3796}"
middle_ratio,exact_posterior,quota,front2500,2.0,7500,0.7060746915252709,"{'0': 0.8118609406952966, '1': 0.8347701149425287, '2': 0.4715930189379874}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front2500,10.0,7500,0.6933379035260988,"{'0': 0.8156656207978485, '1': 0.8480283562250776, '2': 0.4163197335553705}","{'0': 9046, '1': 2426, '2': 2111}"
middle_ratio,exact_posterior,quota,front2500,10.0,7500,0.6532619169374244,"{'0': 0.7992501704158146, '1': 0.7840038314176245, '2': 0.376531748978834}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front2500,0.5,7500,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front2500,0.5,7500,0.6750185362018084,"{'0': 0.8103840036355374, '1': 0.6910919540229885, '2': 0.5235796509468994}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front2500,5.0,7500,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front2500,5.0,7500,0.6750185362018084,"{'0': 0.8103840036355374, '1': 0.6910919540229885, '2': 0.5235796509468994}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front2500,0.5,7500,0.7122627564793959,"{'0': 0.8069341372912802, '1': 0.8512915987898534, '2': 0.4785625333570539}","{'0': 8446, '1': 2209, '2': 2928}"
middle_ratio,nb_full,quota,front2500,0.5,7500,0.7270525808559157,"{'0': 0.8239036582594865, '1': 0.8745210727969349, '2': 0.48273301151132564}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front2500,5.0,7500,0.7122627564793959,"{'0': 0.8069341372912802, '1': 0.8512915987898534, '2': 0.4785625333570539}","{'0': 8446, '1': 2209, '2': 2928}"
middle_ratio,nb_full,quota,front2500,5.0,7500,0.7270525808559157,"{'0': 0.8239036582594865, '1': 0.8745210727969349, '2': 0.48273301151132564}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front2500,0.5,7500,0.7128716123207669,"{'0': 0.8080375238867334, '1': 0.8512915987898534, '2': 0.47928571428571426}","{'0': 8467, '1': 2209, '2': 2907}"
