split,model,variant,weight_mode,alpha,active_rows,macro_f1,per_class_f1,pred_counts
middle_ratio,nb_full_single,quota,front2500,0.5,7500,0.7270525808559157,"{'0': 0.8239036582594865, '1': 0.8745210727969349, '2': 0.48273301151132564}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front2500,5.0,7500,0.7128716123207669,"{'0': 0.8080375238867334, '1': 0.8512915987898534, '2': 0.47928571428571426}","{'0': 8467, '1': 2209, '2': 2907}"
middle_ratio,nb_full_single,quota,front2500,5.0,7500,0.7270525808559157,"{'0': 0.8239036582594865, '1': 0.8745210727969349, '2': 0.48273301151132564}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front5000,0.05,15000,0.7011619469462832,"{'0': 0.7524082934609251, '1': 0.8559759243336199, '2': 0.4951016230443047}","{'0': 6873, '1': 2564, '2': 4146}"
middle_ratio,exact_posterior,quota,front5000,0.05,15000,0.7271895098524981,"{'0': 0.8233356055441945, '1': 0.882183908045977, '2': 0.4760490159673227}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front5000,0.5,15000,0.7011619469462832,"{'0': 0.7524082934609251, '1': 0.8559759243336199, '2': 0.4951016230443047}","{'0': 6873, '1': 2564, '2': 4146}"
middle_ratio,exact_posterior,quota,front5000,0.5,15000,0.7296946324858443,"{'0': 0.8248125426039536, '1': 0.8793103448275862, '2': 0.4849610100259933}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front5000,2.0,15000,0.7011619469462832,"{'0': 0.7524082934609251, '1': 0.8559759243336199, '2': 0.4951016230443047}","{'0': 6873, '1': 2564, '2': 4146}"
middle_ratio,exact_posterior,quota,front5000,2.0,15000,0.7191718984779745,"{'0': 0.8184503521926835, '1': 0.8596743295019157, '2': 0.4793910137393242}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front5000,10.0,15000,0.7090267443052668,"{'0': 0.8015051740357478, '1': 0.85256549036588, '2': 0.47300956851417225}","{'0': 8206, '1': 2531, '2': 2846}"
middle_ratio,exact_posterior,quota,front5000,10.0,15000,0.7075601636442982,"{'0': 0.8109520563508293, '1': 0.8371647509578544, '2': 0.4745636836242109}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front5000,0.5,15000,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front5000,0.5,15000,0.6759196322516562,"{'0': 0.8086798454896614, '1': 0.6925287356321839, '2': 0.5265503156331229}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front5000,5.0,15000,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front5000,5.0,15000,0.6759196322516562,"{'0': 0.8086798454896614, '1': 0.6925287356321839, '2': 0.5265503156331229}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front5000,0.5,15000,0.7159562692234668,"{'0': 0.7993858146813914, '1': 0.8539325842696629, '2': 0.494550408719346}","{'0': 8131, '1': 2273, '2': 3179}"
middle_ratio,nb_full,quota,front5000,0.5,15000,0.7271895098524981,"{'0': 0.8233356055441945, '1': 0.882183908045977, '2': 0.4760490159673227}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front5000,5.0,15000,0.7159562692234668,"{'0': 0.7993858146813914, '1': 0.8539325842696629, '2': 0.494550408719346}","{'0': 8131, '1': 2273, '2': 3179}"
middle_ratio,nb_full,quota,front5000,5.0,15000,0.7271895098524981,"{'0': 0.8233356055441945, '1': 0.882183908045977, '2': 0.4760490159673227}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front5000,0.5,15000,0.715611364190336,"{'0': 0.7994093325457767, '1': 0.8532110091743119, '2': 0.494213750850919}","{'0': 8128, '1': 2272, '2': 3183}"
middle_ratio,nb_full_single,quota,front5000,0.5,15000,0.7251603302730948,"{'0': 0.8220858895705522, '1': 0.8788314176245211, '2': 0.4745636836242109}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front5000,5.0,15000,0.715611364190336,"{'0': 0.7994093325457767, '1': 0.8532110091743119, '2': 0.494213750850919}","{'0': 8128, '1': 2272, '2': 3183}"
middle_ratio,nb_full_single,quota,front5000,5.0,15000,0.7251603302730948,"{'0': 0.8220858895705522, '1': 0.8788314176245211, '2': 0.4745636836242109}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front9000,0.05,26986,0.7032482547541105,"{'0': 0.7673666180295629, '1': 0.8324726296219789, '2': 0.5099055166107894}","{'0': 6961, '1': 2753, '2': 3869}"
middle_ratio,exact_posterior,quota,front9000,0.05,26986,0.7305655092979371,"{'0': 0.8329925017041582, '1': 0.8462643678160919, '2': 0.5124396583735611}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front9000,0.5,26986,0.7032482547541105,"{'0': 0.7673666180295629, '1': 0.8324726296219789, '2': 0.5099055166107894}","{'0': 6961, '1': 2753, '2': 3869}"
middle_ratio,exact_posterior,quota,front9000,0.5,26986,0.7311919062745659,"{'0': 0.8332197227902749, '1': 0.8486590038314177, '2': 0.5116969922020052}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front9000,2.0,26986,0.7032482547541105,"{'0': 0.7673666180295629, '1': 0.8324726296219789, '2': 0.5099055166107894}","{'0': 6961, '1': 2753, '2': 3869}"
middle_ratio,exact_posterior,quota,front9000,2.0,26986,0.7364462529028208,"{'0': 0.8336741649625086, '1': 0.8754789272030651, '2': 0.500185666542889}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,front9000,10.0,26986,0.7069771450124254,"{'0': 0.7982330468003821, '1': 0.837141060574303, '2': 0.4855573276625908}","{'0': 7950, '1': 2683, '2': 2950}"
middle_ratio,exact_posterior,quota,front9000,10.0,26986,0.6955533579435733,"{'0': 0.8070892978868439, '1': 0.7998084291187739, '2': 0.4797623468251021}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front9000,0.5,26986,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front9000,0.5,26986,0.670288914300805,"{'0': 0.7955010224948875, '1': 0.6925287356321839, '2': 0.5228369847753435}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,front9000,5.0,26986,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,front9000,5.0,26986,0.670288914300805,"{'0': 0.7955010224948875, '1': 0.6925287356321839, '2': 0.5228369847753435}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front9000,0.5,26986,0.7205178308001848,"{'0': 0.824572514249525, '1': 0.8321523472099203, '2': 0.5048286309411096}","{'0': 8567, '1': 2428, '2': 2588}"
middle_ratio,nb_full,quota,front9000,0.5,26986,0.7433982759780114,"{'0': 0.8394683026584867, '1': 0.8912835249042146, '2': 0.4994430003713331}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,front9000,5.0,26986,0.7205178308001848,"{'0': 0.824572514249525, '1': 0.8321523472099203, '2': 0.5048286309411096}","{'0': 8567, '1': 2428, '2': 2588}"
middle_ratio,nb_full,quota,front9000,5.0,26986,0.7433982759780114,"{'0': 0.8394683026584867, '1': 0.8912835249042146, '2': 0.4994430003713331}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front9000,0.5,26986,0.7203678734575436,"{'0': 0.8233121754183497, '1': 0.8321523472099203, '2': 0.5056390977443609}","{'0': 8528, '1': 2428, '2': 2627}"
middle_ratio,nb_full_single,quota,front9000,0.5,26986,0.7387525566009029,"{'0': 0.83640081799591, '1': 0.8759578544061303, '2': 0.5038989974006683}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,front9000,5.0,26986,0.7203678734575436,"{'0': 0.8233121754183497, '1': 0.8321523472099203, '2': 0.5056390977443609}","{'0': 8528, '1': 2428, '2': 2627}"
middle_ratio,nb_full_single,quota,front9000,5.0,26986,0.7387525566009029,"{'0': 0.83640081799591, '1': 0.8759578544061303, '2': 0.5038989974006683}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,frac0.5,0.05,17241,0.721337809732533,"{'0': 0.8008191290730591, '1': 0.8575686608473494, '2': 0.5056256392771906}","{'0': 7801, '1': 2609, '2': 3173}"
middle_ratio,exact_posterior,quota,frac0.5,0.05,17241,0.7242888051335116,"{'0': 0.8239036582594865, '1': 0.8524904214559387, '2': 0.49647233568510957}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,frac0.5,0.5,17241,0.721337809732533,"{'0': 0.8008191290730591, '1': 0.8575686608473494, '2': 0.5056256392771906}","{'0': 7801, '1': 2609, '2': 3173}"
middle_ratio,exact_posterior,quota,frac0.5,0.5,17241,0.7232179933609345,"{'0': 0.8228811633719609, '1': 0.8477011494252874, '2': 0.49907166728555513}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,frac0.5,2.0,17241,0.721337809732533,"{'0': 0.8008191290730591, '1': 0.8575686608473494, '2': 0.5056256392771906}","{'0': 7801, '1': 2609, '2': 3173}"
middle_ratio,exact_posterior,quota,frac0.5,2.0,17241,0.7098634831932581,"{'0': 0.8139059304703476, '1': 0.8299808429118773, '2': 0.48570367619754923}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,frac0.5,10.0,17241,0.713066381929484,"{'0': 0.8218897548210934, '1': 0.8525375735133958, '2': 0.4647718174539632}","{'0': 8777, '1': 2503, '2': 2303}"
middle_ratio,exact_posterior,quota,frac0.5,10.0,17241,0.6803526737841814,"{'0': 0.8235628266303113, '1': 0.7796934865900383, '2': 0.4378017081321946}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,frac0.5,0.5,17241,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,frac0.5,0.5,17241,0.6802839851352677,"{'0': 0.8126562144967053, '1': 0.6901340996168582, '2': 0.5380616412922391}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,frac0.5,5.0,17241,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,frac0.5,5.0,17241,0.6802839851352677,"{'0': 0.8126562144967053, '1': 0.6901340996168582, '2': 0.5380616412922391}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,frac0.5,0.5,17241,0.7233036992753593,"{'0': 0.8225519967913826, '1': 0.857012334399269, '2': 0.4903467666354264}","{'0': 8651, '1': 2290, '2': 2642}"
middle_ratio,nb_full,quota,frac0.5,0.5,17241,0.7152906718938407,"{'0': 0.820608952510793, '1': 0.8395593869731801, '2': 0.48570367619754923}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,frac0.5,5.0,17241,0.7233036992753593,"{'0': 0.8225519967913826, '1': 0.857012334399269, '2': 0.4903467666354264}","{'0': 8651, '1': 2290, '2': 2642}"
middle_ratio,nb_full,quota,frac0.5,5.0,17241,0.7152906718938407,"{'0': 0.820608952510793, '1': 0.8395593869731801, '2': 0.48570367619754923}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,frac0.5,0.5,17241,0.7237589337142052,"{'0': 0.8236842105263158, '1': 0.857012334399269, '2': 0.4905802562170309}","{'0': 8678, '1': 2290, '2': 2615}"
middle_ratio,nb_full_single,quota,frac0.5,0.5,17241,0.7104054649726642,"{'0': 0.8201545103385595, '1': 0.8275862068965517, '2': 0.4834756776828815}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,frac0.5,5.0,17241,0.7237589337142052,"{'0': 0.8236842105263158, '1': 0.857012334399269, '2': 0.4905802562170309}","{'0': 8678, '1': 2290, '2': 2615}"
middle_ratio,nb_full_single,quota,frac0.5,5.0,17241,0.7104054649726642,"{'0': 0.8201545103385595, '1': 0.8275862068965517, '2': 0.4834756776828815}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,decay3.0,0.05,34482,0.7088673507060301,"{'0': 0.7905302336933309, '1': 0.8386694386694387, '2': 0.4974023797553209}","{'0': 7587, '1': 2722, '2': 3274}"
middle_ratio,exact_posterior,quota,decay3.0,0.05,34482,0.7193560261522838,"{'0': 0.8231083844580777, '1': 0.8529693486590039, '2': 0.48199034533976975}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,decay3.0,0.5,34482,0.7158600813563796,"{'0': 0.7988924336363089, '1': 0.8519535374868005, '2': 0.49673427294602956}","{'0': 7811, '1': 2647, '2': 3125}"
middle_ratio,exact_posterior,quota,decay3.0,0.5,34482,0.7153856738134672,"{'0': 0.8175414678482164, '1': 0.842911877394636, '2': 0.48570367619754923}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,decay3.0,2.0,34482,0.7126453390837283,"{'0': 0.8102845149253731, '1': 0.8584279288926965, '2': 0.46922357343311505}","{'0': 8350, '1': 2581, '2': 2652}"
middle_ratio,exact_posterior,quota,decay3.0,2.0,34482,0.710523038096254,"{'0': 0.8139059304703476, '1': 0.8520114942528736, '2': 0.4656516895655403}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,exact_posterior,raw,decay3.0,10.0,34482,0.6928104978257981,"{'0': 0.8278553369242607, '1': 0.8497590889180903, '2': 0.4008170676350431}","{'0': 9392, '1': 2478, '2': 1713}"
middle_ratio,exact_posterior,quota,decay3.0,10.0,34482,0.670975604885451,"{'0': 0.8170870256759827, '1': 0.7758620689655172, '2': 0.41997772001485334}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,decay3.0,0.5,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,decay3.0,0.5,34482,0.6722834878850543,"{'0': 0.8066348557146104, '1': 0.6910919540229885, '2': 0.5191236539175641}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_single,raw,decay3.0,5.0,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
middle_ratio,nb_single,quota,decay3.0,5.0,34482,0.6723213580660738,"{'0': 0.8067484662576687, '1': 0.6910919540229885, '2': 0.5191236539175641}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,decay3.0,0.5,34482,0.7164545723749679,"{'0': 0.8193878137024062, '1': 0.8384632666816446, '2': 0.4915126367408525}","{'0': 8611, '1': 2363, '2': 2609}"
middle_ratio,nb_full,quota,decay3.0,0.5,34482,0.7132131754293859,"{'0': 0.8214042263122018, '1': 0.8314176245210728, '2': 0.486817675454883}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full,raw,decay3.0,5.0,34482,0.7164545723749679,"{'0': 0.8193878137024062, '1': 0.8384632666816446, '2': 0.4915126367408525}","{'0': 8611, '1': 2363, '2': 2609}"
middle_ratio,nb_full,quota,decay3.0,5.0,34482,0.7132131754293859,"{'0': 0.8214042263122018, '1': 0.8314176245210728, '2': 0.486817675454883}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,decay3.0,0.5,34482,0.7154754811493356,"{'0': 0.8173602716859495, '1': 0.8393619411368232, '2': 0.489704230625234}","{'0': 8571, '1': 2363, '2': 2649}"
middle_ratio,nb_full_single,quota,decay3.0,0.5,34482,0.7190225173021029,"{'0': 0.8210633946830266, '1': 0.8477011494252874, '2': 0.4883030077979948}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,nb_full_single,raw,decay3.0,5.0,34482,0.7154754811493356,"{'0': 0.8173602716859495, '1': 0.8393619411368232, '2': 0.489704230625234}","{'0': 8571, '1': 2363, '2': 2649}"
middle_ratio,nb_full_single,quota,decay3.0,5.0,34482,0.7190225173021029,"{'0': 0.8210633946830266, '1': 0.8477011494252874, '2': 0.4883030077979948}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,all,0.05,34482,0.38966659144596383,"{'0': 0.7342390995395373, '1': 0.05702647657841141, '2': 0.3777341982199427}","{'0': 8789, '1': 858, '2': 3936}"
suffix_ratio,exact_posterior,quota,all,0.05,34482,0.41114348124926486,"{'0': 0.7351738241308794, '1': 0.16331417624521072, '2': 0.3349424433717044}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,all,0.5,34482,0.38966659144596383,"{'0': 0.7342390995395373, '1': 0.05702647657841141, '2': 0.3777341982199427}","{'0': 8789, '1': 858, '2': 3936}"
suffix_ratio,exact_posterior,quota,all,0.5,34482,0.41114348124926486,"{'0': 0.7351738241308794, '1': 0.16331417624521072, '2': 0.3349424433717044}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,all,2.0,34482,0.38966659144596383,"{'0': 0.7342390995395373, '1': 0.05702647657841141, '2': 0.3777341982199427}","{'0': 8789, '1': 858, '2': 3936}"
suffix_ratio,exact_posterior,quota,all,2.0,34482,0.4135022525588281,"{'0': 0.7351738241308794, '1': 0.1700191570881226, '2': 0.33531377645748234}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,all,10.0,34482,0.3898241419831561,"{'0': 0.7501230516817063, '1': 0.056016597510373446, '2': 0.36333277675738856}","{'0': 9483, '1': 804, '2': 3296}"
suffix_ratio,exact_posterior,quota,all,10.0,34482,0.4257901476257795,"{'0': 0.7446034992047262, '1': 0.1896551724137931, '2': 0.34311177125881914}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,all,0.5,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,all,0.5,34482,0.41429328859208353,"{'0': 0.7432401726880254, '1': 0.09674329501915709, '2': 0.40289639806906796}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,all,5.0,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,all,5.0,34482,0.41429328859208353,"{'0': 0.7432401726880254, '1': 0.09674329501915709, '2': 0.40289639806906796}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,all,0.5,34482,0.39481373490326205,"{'0': 0.7620545641915712, '1': 0.05786618444846293, '2': 0.36452045606975186}","{'0': 9635, '1': 677, '2': 3271}"
suffix_ratio,nb_full,quota,all,0.5,34482,0.42470539159935217,"{'0': 0.7457396046353102, '1': 0.17672413793103448, '2': 0.35165243223171183}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,all,5.0,34482,0.39481373490326205,"{'0': 0.7620545641915712, '1': 0.05786618444846293, '2': 0.36452045606975186}","{'0': 9635, '1': 677, '2': 3271}"
suffix_ratio,nb_full,quota,all,5.0,34482,0.42470539159935217,"{'0': 0.7457396046353102, '1': 0.17672413793103448, '2': 0.35165243223171183}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,all,0.5,34482,0.3963987381003056,"{'0': 0.7644511799090712, '1': 0.05788712011577424, '2': 0.36685791427607156}","{'0': 9674, '1': 676, '2': 3233}"
suffix_ratio,nb_full_single,quota,all,0.5,34482,0.42411803138105036,"{'0': 0.7451715519200182, '1': 0.16810344827586207, '2': 0.3590790939472707}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,all,5.0,34482,0.3963987381003056,"{'0': 0.7644511799090712, '1': 0.05788712011577424, '2': 0.36685791427607156}","{'0': 9674, '1': 676, '2': 3233}"
suffix_ratio,nb_full_single,quota,all,5.0,34482,0.42411803138105036,"{'0': 0.7451715519200182, '1': 0.16810344827586207, '2': 0.3590790939472707}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front2500,0.05,7500,0.3370174838888152,"{'0': 0.6370832034901839, '1': 0.03758290346352248, '2': 0.33638634471273937}","{'0': 7243, '1': 626, '2': 5714}"
suffix_ratio,exact_posterior,quota,front2500,0.05,7500,0.3882668132065243,"{'0': 0.7073392410815724, '1': 0.12883141762452108, '2': 0.3286297809134794}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front2500,0.5,7500,0.3370174838888152,"{'0': 0.6370832034901839, '1': 0.03758290346352248, '2': 0.33638634471273937}","{'0': 7243, '1': 626, '2': 5714}"
suffix_ratio,exact_posterior,quota,front2500,0.5,7500,0.4005268652262855,"{'0': 0.7112019995455579, '1': 0.15469348659003831, '2': 0.3356851095432603}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front2500,2.0,7500,0.3370174838888152,"{'0': 0.6370832034901839, '1': 0.03758290346352248, '2': 0.33638634471273937}","{'0': 7243, '1': 626, '2': 5714}"
suffix_ratio,exact_posterior,quota,front2500,2.0,7500,0.3820643551474721,"{'0': 0.6999545557827767, '1': 0.1532567049808429, '2': 0.29298180467879686}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front2500,10.0,7500,0.357332930776858,"{'0': 0.7204195345788266, '1': 0.036404160475482915, '2': 0.3151750972762646}","{'0': 9504, '1': 604, '2': 3475}"
suffix_ratio,exact_posterior,quota,front2500,10.0,7500,0.3933330192703073,"{'0': 0.7102931152010906, '1': 0.17672413793103448, '2': 0.29298180467879686}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front2500,0.5,7500,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front2500,0.5,7500,0.41389495159952094,"{'0': 0.744262667575551, '1': 0.10009578544061302, '2': 0.3973264017823988}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front2500,5.0,7500,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front2500,5.0,7500,0.41389495159952094,"{'0': 0.744262667575551, '1': 0.10009578544061302, '2': 0.3973264017823988}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,front2500,0.5,7500,0.3496118292976544,"{'0': 0.6839257664785618, '1': 0.037209302325581395, '2': 0.3277004190888198}","{'0': 8387, '1': 492, '2': 4704}"
suffix_ratio,nb_full,quota,front2500,0.5,7500,0.3957303139375017,"{'0': 0.7097250624857987, '1': 0.18151340996168583, '2': 0.2959524693650204}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,front2500,5.0,7500,0.3496118292976544,"{'0': 0.6839257664785618, '1': 0.037209302325581395, '2': 0.3277004190888198}","{'0': 8387, '1': 492, '2': 4704}"
suffix_ratio,nb_full,quota,front2500,5.0,7500,0.3957303139375017,"{'0': 0.7097250624857987, '1': 0.18151340996168583, '2': 0.2959524693650204}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front2500,0.5,7500,0.3593217991894182,"{'0': 0.702423929860753, '1': 0.037209302325581395, '2': 0.3383321653819201}","{'0': 8649, '1': 492, '2': 4442}"
suffix_ratio,nb_full_single,quota,front2500,0.5,7500,0.38300616841856244,"{'0': 0.7097250624857987, '1': 0.1206896551724138, '2': 0.31860378759747493}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front2500,5.0,7500,0.3593217991894182,"{'0': 0.702423929860753, '1': 0.037209302325581395, '2': 0.3383321653819201}","{'0': 8649, '1': 492, '2': 4442}"
suffix_ratio,nb_full_single,quota,front2500,5.0,7500,0.38490569365285093,"{'0': 0.7097250624857987, '1': 0.1278735632183908, '2': 0.31711845525436316}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front5000,0.05,15000,0.3454363441536863,"{'0': 0.6438588768002013, '1': 0.039315617036767385, '2': 0.35313453862409017}","{'0': 7099, '1': 659, '2': 5825}"
suffix_ratio,exact_posterior,quota,front5000,0.05,15000,0.390956900230025,"{'0': 0.7154055896387185, '1': 0.14703065134099616, '2': 0.3104344597103602}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front5000,0.5,15000,0.3454363441536863,"{'0': 0.6438588768002013, '1': 0.039315617036767385, '2': 0.35313453862409017}","{'0': 7099, '1': 659, '2': 5825}"
suffix_ratio,exact_posterior,quota,front5000,0.5,15000,0.3902922135021738,"{'0': 0.7117700522608498, '1': 0.1460727969348659, '2': 0.3130337913108058}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front5000,2.0,15000,0.3454363441536863,"{'0': 0.6438588768002013, '1': 0.039315617036767385, '2': 0.35313453862409017}","{'0': 7099, '1': 659, '2': 5825}"
suffix_ratio,exact_posterior,quota,front5000,2.0,15000,0.39113328531268104,"{'0': 0.7117700522608498, '1': 0.1556513409961686, '2': 0.30597846268102485}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front5000,10.0,15000,0.361710711711914,"{'0': 0.7034696691176471, '1': 0.037267080745341616, '2': 0.34439538527275315}","{'0': 8606, '1': 649, '2': 4328}"
suffix_ratio,exact_posterior,quota,front5000,10.0,15000,0.3992415162136411,"{'0': 0.7108611679163827, '1': 0.1671455938697318, '2': 0.3197177868548088}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front5000,0.5,15000,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front5000,0.5,15000,0.41543111970363733,"{'0': 0.742558509429675, '1': 0.10009578544061302, '2': 0.40363906424062385}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front5000,5.0,15000,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front5000,5.0,15000,0.4151835643131187,"{'0': 0.742558509429675, '1': 0.10009578544061302, '2': 0.40289639806906796}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,front5000,0.5,15000,0.35919516471293683,"{'0': 0.6937773882559158, '1': 0.040154440154440155, '2': 0.3436536657284546}","{'0': 8313, '1': 502, '2': 4768}"
suffix_ratio,nb_full,quota,front5000,0.5,15000,0.40875448512545726,"{'0': 0.7176778004998864, '1': 0.2092911877394636, '2': 0.2992944671370219}","{'0': 8802, '1': 2088, '2': 2693}"
