split,alpha_meta,w2,variant,macro_f1,per_class_f1,counts
ratio_prefix,0.30000000000000004,1.16,quota,0.7441177206784652,"{'0': 0.8600318109520564, '1': 0.8242337164750958, '2': 0.5480876346082436}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.1,1.16,quota,0.7440904851049203,"{'0': 0.85764598954783, '1': 0.8146551724137931, '2': 0.5599702933531377}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.30000000000000004,1.08,quota,0.743950475946618,"{'0': 0.8628720745285162, '1': 0.8242337164750958, '2': 0.5447456368362421}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.2,0.9,quota,0.7438659207310238,"{'0': 0.8637809588729835, '1': 0.8256704980842912, '2': 0.5421463052357965}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.2,1.16,quota,0.7437782413479356,"{'0': 0.8598045898659396, '1': 0.8256704980842912, '2': 0.5458596360935759}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.30000000000000004,0.9,quota,0.7435689757086391,"{'0': 0.8632129061576914, '1': 0.8242337164750958, '2': 0.5432603044931303}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.2,1.0,quota,0.7434391815876086,"{'0': 0.8628720745285162, '1': 0.8256704980842912, '2': 0.5417749721500186}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.2,1.08,quota,0.7433311679001187,"{'0': 0.8595773687798227, '1': 0.8256704980842912, '2': 0.5447456368362421}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.0,1.0,quota,0.7428117597492362,"{'0': 0.8548057259713702, '1': 0.8184865900383141, '2': 0.5551429632380245}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.30000000000000004,1.25,quota,0.7423700954960015,"{'0': 0.8577596000908885, '1': 0.8242337164750958, '2': 0.5451169699220201}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.5,0.9,quota,0.7403860150461187,"{'0': 0.8586684844353556, '1': 0.8184865900383141, '2': 0.5440029706646862}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.5,1.0,quota,0.7403860150461187,"{'0': 0.8586684844353556, '1': 0.8184865900383141, '2': 0.5440029706646862}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.5,1.08,quota,0.7403860150461187,"{'0': 0.8586684844353556, '1': 0.8184865900383141, '2': 0.5440029706646862}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.5,1.16,quota,0.7403860150461187,"{'0': 0.8586684844353556, '1': 0.8184865900383141, '2': 0.5440029706646862}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.5,1.25,quota,0.7403860150461187,"{'0': 0.8586684844353556, '1': 0.8184865900383141, '2': 0.5440029706646862}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.8,0.9,quota,0.7402128477189934,"{'0': 0.8581004317200637, '1': 0.8170498084291188, '2': 0.545488303007798}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.8,1.0,quota,0.7402128477189934,"{'0': 0.8581004317200637, '1': 0.8170498084291188, '2': 0.545488303007798}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.8,1.08,quota,0.7402128477189934,"{'0': 0.8581004317200637, '1': 0.8170498084291188, '2': 0.545488303007798}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.8,1.16,quota,0.7402128477189934,"{'0': 0.8581004317200637, '1': 0.8170498084291188, '2': 0.545488303007798}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.8,1.25,quota,0.7402128477189934,"{'0': 0.8581004317200637, '1': 0.8170498084291188, '2': 0.545488303007798}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.7000000000000001,0.9,quota,0.7384327156046697,"{'0': 0.8567371052033629, '1': 0.8175287356321839, '2': 0.5410323059784626}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.7000000000000001,1.0,quota,0.7384327156046697,"{'0': 0.8567371052033629, '1': 0.8175287356321839, '2': 0.5410323059784626}","{'0': 8802, '1': 2088, '2': 2693}"
ratio_prefix,0.7000000000000001,1.08,quota,0.7384327156046697,"{'0': 0.8567371052033629, '1': 0.8175287356321839, '2': 0.5410323059784626}","{'0': 8802, '1': 2088, '2': 2693}"
